,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes
63593,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M11,44.439,2018,11
63594,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M10,54.386,2018,10
63595,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M09,61.660,2018,9
63596,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M08,67.492,2018,8
63597,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M07,52.272,2018,7
63598,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M06,50.880,2018,6
63599,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M05,53.467,2018,5
63600,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M04,47.528,2018,4
63601,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M03,41.655,2018,3
63602,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M02,31.006,2018,2
63603,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2018M01,26.342,2018,1
63604,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M12,36.720,2017,12
63605,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M11,42.276,2017,11
63606,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M10,53.788,2017,10
63607,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M09,63.945,2017,9
63608,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M08,70.816,2017,8
63609,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M07,56.075,2017,7
63610,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M06,51.959,2017,6
63611,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M05,53.815,2017,5
63612,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M04,55.924,2017,4
63613,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M03,40.408,2017,3
63614,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M02,33.389,2017,2
63615,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2017M01,27.213,2017,1
63616,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M12,38.050,2016,12
63617,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M11,40.323,2016,11
63618,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M10,56.952,2016,10
63619,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M09,61.522,2016,9
63620,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M08,68.321,2016,8
63621,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M07,57.005,2016,7
63622,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M06,50.307,2016,6
63623,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M05,57.634,2016,5
63624,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M04,44.481,2016,4
63625,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M03,44.410,2016,3
63626,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M02,33.921,2016,2
63627,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2016M01,28.820,2016,1
63628,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M12,35.933,2015,12
63629,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M11,43.149,2015,11
63630,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M10,56.654,2015,10
63631,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M09,66.147,2015,9
63632,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M08,69.052,2015,8
63633,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M07,53.959,2015,7
63634,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M06,52.532,2015,6
63635,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M05,57.351,2015,5
63636,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M04,50.042,2015,4
63637,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M03,43.654,2015,3
63638,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M02,30.611,2015,2
63639,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2015M01,27.368,2015,1
63640,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M12,32.929,2014,12
63641,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M11,42.445,2014,11
63642,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M10,53.786,2014,10
63643,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M09,62.514,2014,9
63644,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M08,62.011,2014,8
63645,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M07,48.655,2014,7
63646,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M06,48.962,2014,6
63647,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M05,52.261,2014,5
63648,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M04,44.499,2014,4
63649,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M03,36.699,2014,3
63650,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M02,29.553,2014,2
63651,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2014M01,24.778,2014,1
63652,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M12,30.096,2013,12
63653,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M11,40.039,2013,11
63654,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M10,50.890,2013,10
63655,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M09,56.596,2013,9
63656,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M08,59.150,2013,8
63657,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M07,46.107,2013,7
63658,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M06,46.286,2013,6
63659,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M05,51.331,2013,5
63660,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M04,37.156,2013,4
63661,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M03,42.451,2013,3
63662,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M02,27.819,2013,2
63663,Total Nacional,"17 Rioja, La","26 Rioja, La",Viajero,2013M01,22.287,2013,1
64464,Total Nacional,18 Ceuta,,Viajero,2025M04,6.665,2025,4
64465,Total Nacional,18 Ceuta,,Viajero,2025M03,4.773,2025,3
64466,Total Nacional,18 Ceuta,,Viajero,2025M02,5.242,2025,2
64467,Total Nacional,18 Ceuta,,Viajero,2025M01,5.044,2025,1
64468,Total Nacional,18 Ceuta,,Viajero,2024M12,5.255,2024,12
64469,Total Nacional,18 Ceuta,,Viajero,2024M11,5.178,2024,11
64470,Total Nacional,18 Ceuta,,Viajero,2024M10,3.920,2024,10
64471,Total Nacional,18 Ceuta,,Viajero,2024M09,4.704,2024,9
64472,Total Nacional,18 Ceuta,,Viajero,2024M08,7.888,2024,8
64473,Total Nacional,18 Ceuta,,Viajero,2024M07,6.278,2024,7
64474,Total Nacional,18 Ceuta,,Viajero,2024M06,6.030,2024,6
64475,Total Nacional,18 Ceuta,,Viajero,2024M05,5.392,2024,5
64476,Total Nacional,18 Ceuta,,Viajero,2024M04,8.938,2024,4
64477,Total Nacional,18 Ceuta,,Viajero,2024M03,5.337,2024,3
64478,Total Nacional,18 Ceuta,,Viajero,2024M02,3.694,2024,2
64479,Total Nacional,18 Ceuta,,Viajero,2024M01,3.705,2024,1
64480,Total Nacional,18 Ceuta,,Viajero,2023M12,4.456,2023,12
64481,Total Nacional,18 Ceuta,,Viajero,2023M11,4.405,2023,11
64482,Total Nacional,18 Ceuta,,Viajero,2023M10,3.924,2023,10
64483,Total Nacional,18 Ceuta,,Viajero,2023M09,5.580,2023,9
64484,Total Nacional,18 Ceuta,,Viajero,2023M08,8.679,2023,8
64485,Total Nacional,18 Ceuta,,Viajero,2023M07,6.757,2023,7
64486,Total Nacional,18 Ceuta,,Viajero,2023M06,6.973,2023,6
64487,Total Nacional,18 Ceuta,,Viajero,2023M05,7.379,2023,5
64488,Total Nacional,18 Ceuta,,Viajero,2023M04,6.582,2023,4
64489,Total Nacional,18 Ceuta,,Viajero,2023M03,4.285,2023,3
64490,Total Nacional,18 Ceuta,,Viajero,2023M02,4.688,2023,2
64491,Total Nacional,18 Ceuta,,Viajero,2023M01,4.635,2023,1
64492,Total Nacional,18 Ceuta,,Viajero,2022M12,5.446,2022,12
64493,Total Nacional,18 Ceuta,,Viajero,2022M11,6.203,2022,11
64494,Total Nacional,18 Ceuta,,Viajero,2022M10,6.525,2022,10
64495,Total Nacional,18 Ceuta,,Viajero,2022M09,6.307,2022,9
64496,Total Nacional,18 Ceuta,,Viajero,2022M08,8.386,2022,8
64497,Total Nacional,18 Ceuta,,Viajero,2022M07,7.191,2022,7
64498,Total Nacional,18 Ceuta,,Viajero,2022M06,5.851,2022,6
64499,Total Nacional,18 Ceuta,,Viajero,2022M05,4.531,2022,5
64500,Total Nacional,18 Ceuta,,Viajero,2022M04,3.794,2022,4
64501,Total Nacional,18 Ceuta,,Viajero,2022M03,3.242,2022,3
64502,Total Nacional,18 Ceuta,,Viajero,2022M02,2.442,2022,2
64503,Total Nacional,18 Ceuta,,Viajero,2022M01,1.852,2022,1
64504,Total Nacional,18 Ceuta,,Viajero,2021M12,2.515,2021,12
64505,Total Nacional,18 Ceuta,,Viajero,2021M11,3.597,2021,11
64506,Total Nacional,18 Ceuta,,Viajero,2021M10,3.997,2021,10
64507,Total Nacional,18 Ceuta,,Viajero,2021M09,3.988,2021,9
64508,Total Nacional,18 Ceuta,,Viajero,2021M08,4.617,2021,8
64509,Total Nacional,18 Ceuta,,Viajero,2021M07,4.265,2021,7
64510,Total Nacional,18 Ceuta,,Viajero,2021M06,4.605,2021,6
64511,Total Nacional,18 Ceuta,,Viajero,2021M05,3.195,2021,5
64512,Total Nacional,18 Ceuta,,Viajero,2021M04,2.209,2021,4
64513,Total Nacional,18 Ceuta,,Viajero,2021M03,2.467,2021,3
64514,Total Nacional,18 Ceuta,,Viajero,2021M02,2.135,2021,2
64515,Total Nacional,18 Ceuta,,Viajero,2021M01,1.643,2021,1
64516,Total Nacional,18 Ceuta,,Viajero,2020M12,1.630,2020,12
64517,Total Nacional,18 Ceuta,,Viajero,2020M11,1.374,2020,11
64518,Total Nacional,18 Ceuta,,Viajero,2020M10,1.999,2020,10
64519,Total Nacional,18 Ceuta,,Viajero,2020M09,2.261,2020,9
64520,Total Nacional,18 Ceuta,,Viajero,2020M08,2.595,2020,8
64521,Total Nacional,18 Ceuta,,Viajero,2020M07,2.638,2020,7
64522,Total Nacional,18 Ceuta,,Viajero,2020M06,.,2020,6
64523,Total Nacional,18 Ceuta,,Viajero,2020M05,.,2020,5
64524,Total Nacional,18 Ceuta,,Viajero,2020M04,0,2020,4
64525,Total Nacional,18 Ceuta,,Viajero,2020M03,2.420,2020,3
64526,Total Nacional,18 Ceuta,,Viajero,2020M02,5.389,2020,2
64527,Total Nacional,18 Ceuta,,Viajero,2020M01,5.443,2020,1
64528,Total Nacional,18 Ceuta,,Viajero,2019M12,5.537,2019,12
64529,Total Nacional,18 Ceuta,,Viajero,2019M11,6.928,2019,11
64530,Total Nacional,18 Ceuta,,Viajero,2019M10,6.180,2019,10
64531,Total Nacional,18 Ceuta,,Viajero,2019M09,5.222,2019,9
64532,Total Nacional,18 Ceuta,,Viajero,2019M08,9.284,2019,8
64533,Total Nacional,18 Ceuta,,Viajero,2019M07,7.868,2019,7
64534,Total Nacional,18 Ceuta,,Viajero,2019M06,6.724,2019,6
64535,Total Nacional,18 Ceuta,,Viajero,2019M05,4.999,2019,5
64536,Total Nacional,18 Ceuta,,Viajero,2019M04,6.967,2019,4
64537,Total Nacional,18 Ceuta,,Viajero,2019M03,6.007,2019,3
64538,Total Nacional,18 Ceuta,,Viajero,2019M02,4.832,2019,2
64539,Total Nacional,18 Ceuta,,Viajero,2019M01,5.791,2019,1
64540,Total Nacional,18 Ceuta,,Viajero,2018M12,5.933,2018,12
64541,Total Nacional,18 Ceuta,,Viajero,2018M11,6.765,2018,11
64542,Total Nacional,18 Ceuta,,Viajero,2018M10,5.796,2018,10
64543,Total Nacional,18 Ceuta,,Viajero,2018M09,6.355,2018,9
64544,Total Nacional,18 Ceuta,,Viajero,2018M08,9.125,2018,8
64545,Total Nacional,18 Ceuta,,Viajero,2018M07,6.824,2018,7
64546,Total Nacional,18 Ceuta,,Viajero,2018M06,6.788,2018,6
64547,Total Nacional,18 Ceuta,,Viajero,2018M05,6.540,2018,5
64548,Total Nacional,18 Ceuta,,Viajero,2018M04,4.794,2018,4
64549,Total Nacional,18 Ceuta,,Viajero,2018M03,5.659,2018,3
64550,Total Nacional,18 Ceuta,,Viajero,2018M02,5.478,2018,2
64551,Total Nacional,18 Ceuta,,Viajero,2018M01,6.189,2018,1
64552,Total Nacional,18 Ceuta,,Viajero,2017M12,6.381,2017,12
64553,Total Nacional,18 Ceuta,,Viajero,2017M11,5.829,2017,11
64554,Total Nacional,18 Ceuta,,Viajero,2017M10,4.557,2017,10
64555,Total Nacional,18 Ceuta,,Viajero,2017M09,6.499,2017,9
64556,Total Nacional,18 Ceuta,,Viajero,2017M08,9.558,2017,8
64557,Total Nacional,18 Ceuta,,Viajero,2017M07,7.352,2017,7
64558,Total Nacional,18 Ceuta,,Viajero,2017M06,4.928,2017,6
64559,Total Nacional,18 Ceuta,,Viajero,2017M05,6.894,2017,5
64560,Total Nacional,18 Ceuta,,Viajero,2017M04,7.294,2017,4
64561,Total Nacional,18 Ceuta,,Viajero,2017M03,6.372,2017,3
64562,Total Nacional,18 Ceuta,,Viajero,2017M02,6.160,2017,2
64563,Total Nacional,18 Ceuta,,Viajero,2017M01,5.687,2017,1
64564,Total Nacional,18 Ceuta,,Viajero,2016M12,5.757,2016,12
64565,Total Nacional,18 Ceuta,,Viajero,2016M11,6.088,2016,11
64566,Total Nacional,18 Ceuta,,Viajero,2016M10,5.808,2016,10
64567,Total Nacional,18 Ceuta,,Viajero,2016M09,6.769,2016,9
64568,Total Nacional,18 Ceuta,,Viajero,2016M08,8.907,2016,8
64569,Total Nacional,18 Ceuta,,Viajero,2016M07,7.442,2016,7
64570,Total Nacional,18 Ceuta,,Viajero,2016M06,5.325,2016,6
64571,Total Nacional,18 Ceuta,,Viajero,2016M05,5.591,2016,5
64572,Total Nacional,18 Ceuta,,Viajero,2016M04,6.501,2016,4
64573,Total Nacional,18 Ceuta,,Viajero,2016M03,5.542,2016,3
64574,Total Nacional,18 Ceuta,,Viajero,2016M02,5.884,2016,2
64575,Total Nacional,18 Ceuta,,Viajero,2016M01,5.716,2016,1
64576,Total Nacional,18 Ceuta,,Viajero,2015M12,6.837,2015,12
64577,Total Nacional,18 Ceuta,,Viajero,2015M11,5.734,2015,11
64578,Total Nacional,18 Ceuta,,Viajero,2015M10,5.791,2015,10
64579,Total Nacional,18 Ceuta,,Viajero,2015M09,8.096,2015,9
64580,Total Nacional,18 Ceuta,,Viajero,2015M08,9.356,2015,8
64581,Total Nacional,18 Ceuta,,Viajero,2015M07,7.270,2015,7
64582,Total Nacional,18 Ceuta,,Viajero,2015M06,6.611,2015,6
64583,Total Nacional,18 Ceuta,,Viajero,2015M05,6.748,2015,5
64584,Total Nacional,18 Ceuta,,Viajero,2015M04,5.298,2015,4
64585,Total Nacional,18 Ceuta,,Viajero,2015M03,3.636,2015,3
64586,Total Nacional,18 Ceuta,,Viajero,2015M02,5.036,2015,2
64587,Total Nacional,18 Ceuta,,Viajero,2015M01,5.430,2015,1
64588,Total Nacional,18 Ceuta,,Viajero,2014M12,5.578,2014,12
64589,Total Nacional,18 Ceuta,,Viajero,2014M11,5.504,2014,11
64590,Total Nacional,18 Ceuta,,Viajero,2014M10,5.472,2014,10
64591,Total Nacional,18 Ceuta,,Viajero,2014M09,5.947,2014,9
64592,Total Nacional,18 Ceuta,,Viajero,2014M08,5.147,2014,8
64593,Total Nacional,18 Ceuta,,Viajero,2014M07,6.581,2014,7
64594,Total Nacional,18 Ceuta,,Viajero,2014M06,6.773,2014,6
64595,Total Nacional,18 Ceuta,,Viajero,2014M05,6.368,2014,5
64596,Total Nacional,18 Ceuta,,Viajero,2014M04,6.041,2014,4
64597,Total Nacional,18 Ceuta,,Viajero,2014M03,4.958,2014,3
64598,Total Nacional,18 Ceuta,,Viajero,2014M02,4.561,2014,2
64599,Total Nacional,18 Ceuta,,Viajero,2014M01,5.079,2014,1
64600,Total Nacional,18 Ceuta,,Viajero,2013M12,4.917,2013,12
64601,Total Nacional,18 Ceuta,,Viajero,2013M11,6.516,2013,11
64602,Total Nacional,18 Ceuta,,Viajero,2013M10,5.419,2013,10
64603,Total Nacional,18 Ceuta,,Viajero,2013M09,6.613,2013,9
64604,Total Nacional,18 Ceuta,,Viajero,2013M08,7.536,2013,8
64605,Total Nacional,18 Ceuta,,Viajero,2013M07,7.484,2013,7
64606,Total Nacional,18 Ceuta,,Viajero,2013M06,7.214,2013,6
64607,Total Nacional,18 Ceuta,,Viajero,2013M05,6.702,2013,5
64608,Total Nacional,18 Ceuta,,Viajero,2013M04,5.897,2013,4
64609,Total Nacional,18 Ceuta,,Viajero,2013M03,5.461,2013,3
64610,Total Nacional,18 Ceuta,,Viajero,2013M02,4.535,2013,2
64611,Total Nacional,18 Ceuta,,Viajero,2013M01,5.701,2013,1
65412,Total Nacional,19 Melilla,,Viajero,2025M04,5.168,2025,4
65413,Total Nacional,19 Melilla,,Viajero,2025M03,3.703,2025,3
65414,Total Nacional,19 Melilla,,Viajero,2025M02,4.330,2025,2
65415,Total Nacional,19 Melilla,,Viajero,2025M01,3.927,2025,1
65416,Total Nacional,19 Melilla,,Viajero,2024M12,4.156,2024,12
65417,Total Nacional,19 Melilla,,Viajero,2024M11,4.864,2024,11
65418,Total Nacional,19 Melilla,,Viajero,2024M10,5.285,2024,10
65419,Total Nacional,19 Melilla,,Viajero,2024M09,5.398,2024,9
65420,Total Nacional,19 Melilla,,Viajero,2024M08,7.192,2024,8
65421,Total Nacional,19 Melilla,,Viajero,2024M07,4.380,2024,7
65422,Total Nacional,19 Melilla,,Viajero,2024M06,4.802,2024,6
65423,Total Nacional,19 Melilla,,Viajero,2024M05,4.927,2024,5
65424,Total Nacional,19 Melilla,,Viajero,2024M04,4.413,2024,4
65425,Total Nacional,19 Melilla,,Viajero,2024M03,3.814,2024,3
65426,Total Nacional,19 Melilla,,Viajero,2024M02,3.852,2024,2
65427,Total Nacional,19 Melilla,,Viajero,2024M01,3.516,2024,1
65428,Total Nacional,19 Melilla,,Viajero,2023M12,4.664,2023,12
65429,Total Nacional,19 Melilla,,Viajero,2023M11,4.905,2023,11
65430,Total Nacional,19 Melilla,,Viajero,2023M10,4.374,2023,10
65431,Total Nacional,19 Melilla,,Viajero,2023M09,5.028,2023,9
65432,Total Nacional,19 Melilla,,Viajero,2023M08,5.165,2023,8
65433,Total Nacional,19 Melilla,,Viajero,2023M07,4.253,2023,7
65434,Total Nacional,19 Melilla,,Viajero,2023M06,4.557,2023,6
65435,Total Nacional,19 Melilla,,Viajero,2023M05,4.185,2023,5
65436,Total Nacional,19 Melilla,,Viajero,2023M04,4.147,2023,4
65437,Total Nacional,19 Melilla,,Viajero,2023M03,4.069,2023,3
65438,Total Nacional,19 Melilla,,Viajero,2023M02,3.478,2023,2
