Puntos turísticos;Periodo;Total
04013 Almería;2023M05;2,08
04013 Almería;2023M04;2,21
04013 Almería;2023M03;2,07
04013 Almería;2023M02;2,01
04013 Almería;2023M01;1,8
04013 Almería;2022M12;2,08
04013 Almería;2022M11;1,87
04013 Almería;2022M10;2,11
04013 Almería;2022M09;2,54
04013 Almería;2022M08;2,99
04013 Almería;2022M07;2,72
04013 Almería;2022M06;2,35
04013 Almería;2022M05;1,93
04013 Almería;2022M04;2,12
04013 Almería;2022M03;1,86
04013 Almería;2022M02;1,71
04013 Almería;2022M01;1,7
04013 Almería;2021M12;1,93
04013 Almería;2021M11;1,91
04013 Almería;2021M10;2,16
04013 Almería;2021M09;2,32
04013 Almería;2021M08;3,27
04013 Almería;2021M07;2,93
04013 Almería;2021M06;2,1
04013 Almería;2021M05;1,82
04013 Almería;2021M04;1,95
04013 Almería;2021M03;1,68
04013 Almería;2021M02;1,72
04013 Almería;2021M01;1,98
04013 Almería;2020M12;1,75
04013 Almería;2020M11;1,93
04013 Almería;2020M10;1,93
04013 Almería;2020M09;2,37
04013 Almería;2020M08;2,74
04013 Almería;2020M07;2,38
04013 Almería;2020M06;.
04013 Almería;2020M05;.
04013 Almería;2020M04;0
04013 Almería;2020M03;2,24
04013 Almería;2020M02;1,78
04013 Almería;2020M01;1,76
04013 Almería;2019M12;1,69
04013 Almería;2019M11;1,86
04013 Almería;2019M10;1,94
04013 Almería;2019M09;2,53
04013 Almería;2019M08;3,07
04013 Almería;2019M07;2,78
04013 Almería;2019M06;2,4
04013 Almería;2019M05;2,09
04013 Almería;2019M04;1,98
04013 Almería;2019M03;1,88
04013 Almería;2019M02;1,74
04013 Almería;2019M01;1,68
04013 Almería;2018M12;1,74
04013 Almería;2018M11;1,82
04013 Almería;2018M10;2,47
04013 Almería;2018M09;2,8
04013 Almería;2018M08;2,99
04013 Almería;2018M07;3,08
04013 Almería;2018M06;2,71
04013 Almería;2018M05;2,34
04013 Almería;2018M04;2,01
04013 Almería;2018M03;1,97
04013 Almería;2018M02;1,73
04013 Almería;2018M01;1,88
04013 Almería;2017M12;1,82
04013 Almería;2017M11;1,98
04013 Almería;2017M10;2,34
04013 Almería;2017M09;2,81
04013 Almería;2017M08;3,4
04013 Almería;2017M07;3,06
04013 Almería;2017M06;2,83
04013 Almería;2017M05;2,21
04013 Almería;2017M04;2,01
04013 Almería;2017M03;1,84
04013 Almería;2017M02;1,7
04013 Almería;2017M01;1,73
04013 Almería;2016M12;1,74
04013 Almería;2016M11;1,82
04013 Almería;2016M10;2,36
04013 Almería;2016M09;2,75
04013 Almería;2016M08;3,26
04013 Almería;2016M07;3,02
04013 Almería;2016M06;2,26
04013 Almería;2016M05;2,34
04013 Almería;2016M04;1,96
04013 Almería;2016M03;2,1
04013 Almería;2016M02;1,84
04013 Almería;2016M01;1,99
04013 Almería;2015M12;1,82
04013 Almería;2015M11;1,87
04013 Almería;2015M10;2,06
04013 Almería;2015M09;2,56
04013 Almería;2015M08;3,1
04013 Almería;2015M07;3,06
04013 Almería;2015M06;2,22
04013 Almería;2015M05;1,93
04013 Almería;2015M04;1,99
04013 Almería;2015M03;1,85
04013 Almería;2015M02;1,63
04013 Almería;2015M01;1,58
04013 Almería;2014M12;1,63
04013 Almería;2014M11;1,92
04013 Almería;2014M10;1,98
04013 Almería;2014M09;2,79
04013 Almería;2014M08;3,3
04013 Almería;2014M07;2,95
04013 Almería;2014M06;2,33
04013 Almería;2014M05;2,23
04013 Almería;2014M04;2,23
04013 Almería;2014M03;1,76
04013 Almería;2014M02;1,64
04013 Almería;2014M01;1,59
04013 Almería;2013M12;1,76
04013 Almería;2013M11;2,26
04013 Almería;2013M10;2,14
04013 Almería;2013M09;2,8
04013 Almería;2013M08;3,28
04013 Almería;2013M07;3,25
04013 Almería;2013M06;2,49
04013 Almería;2013M05;1,96
04013 Almería;2013M04;1,81
04013 Almería;2013M03;2,08
04013 Almería;2013M02;1,57
04013 Almería;2013M01;1,65
04013 Almería;2012M12;1,7
04013 Almería;2012M11;1,66
04013 Almería;2012M10;2,04
04013 Almería;2012M09;2,5
04013 Almería;2012M08;3,06
04013 Almería;2012M07;3,55
04013 Almería;2012M06;2,31
04013 Almería;2012M05;1,89
04013 Almería;2012M04;2,13
04013 Almería;2012M03;1,91
04013 Almería;2012M02;1,76
04013 Almería;2012M01;1,63
04013 Almería;2011M12;1,7
04013 Almería;2011M11;1,73
04013 Almería;2011M10;1,94
04013 Almería;2011M09;2,54
04013 Almería;2011M08;3,21
04013 Almería;2011M07;2,99
04013 Almería;2011M06;2,5
04013 Almería;2011M05;2,02
04013 Almería;2011M04;2,23
04013 Almería;2011M03;1,88
04013 Almería;2011M02;1,78
04013 Almería;2011M01;1,63
04013 Almería;2010M12;1,64
04013 Almería;2010M11;1,68
04013 Almería;2010M10;2,05
04013 Almería;2010M09;2,53
04013 Almería;2010M08;3,45
04013 Almería;2010M07;3,07
04013 Almería;2010M06;2,26
04013 Almería;2010M05;1,88
04013 Almería;2010M04;1,98
04013 Almería;2010M03;2,06
04013 Almería;2010M02;1,7
04013 Almería;2010M01;1,97
04013 Almería;2009M12;1,7
04013 Almería;2009M11;1,77
04013 Almería;2009M10;2,05
04013 Almería;2009M09;2,54
04013 Almería;2009M08;2,79
04013 Almería;2009M07;2,41
04013 Almería;2009M06;2,13
04013 Almería;2009M05;2,02
04013 Almería;2009M04;1,91
04013 Almería;2009M03;1,76
04013 Almería;2009M02;1,61
04013 Almería;2009M01;1,75
04013 Almería;2008M12;1,66
04013 Almería;2008M11;1,72
04013 Almería;2008M10;1,87
04013 Almería;2008M09;2,1
04013 Almería;2008M08;2,7
04013 Almería;2008M07;2,1
04013 Almería;2008M06;2,09
04013 Almería;2008M05;2,02
04013 Almería;2008M04;1,76
04013 Almería;2008M03;1,85
04013 Almería;2008M02;1,78
04013 Almería;2008M01;1,7
04013 Almería;2007M12;1,67
04013 Almería;2007M11;1,75
04013 Almería;2007M10;1,74
04013 Almería;2007M09;1,88
04013 Almería;2007M08;2,28
04013 Almería;2007M07;2
04013 Almería;2007M06;1,83
04013 Almería;2007M05;1,79
04013 Almería;2007M04;1,86
04013 Almería;2007M03;1,66
04013 Almería;2007M02;1,72
04013 Almería;2007M01;1,54
04013 Almería;2006M12;1,79
04013 Almería;2006M11;1,69
04013 Almería;2006M10;1,82
04013 Almería;2006M09;2,07
04013 Almería;2006M08;2,27
04013 Almería;2006M07;1,95
04013 Almería;2006M06;2,02
04013 Almería;2006M05;1,63
04013 Almería;2006M04;1,61
04013 Almería;2006M03;1,67
04013 Almería;2006M02;2,06
04013 Almería;2006M01;1,77
04013 Almería;2005M12;1,69
04013 Almería;2005M11;1,84
04013 Almería;2005M10;1,85
04013 Almería;2005M09;1,87
04013 Almería;2005M08;2,33
04013 Almería;2005M07;1,84
04013 Almería;2005M06;2,65
04013 Almería;2005M05;1,82
04013 Almería;2005M04;1,75
04013 Almería;2005M03;1,76
04013 Almería;2005M02;1,78
04013 Almería;2005M01;1,72
04032 Carboneras;2025M04;1,94
04032 Carboneras;2025M03;2
04032 Carboneras;2025M02;1,81
04032 Carboneras;2025M01;2,78
04032 Carboneras;2024M12;""
04032 Carboneras;2024M11;""
04032 Carboneras;2024M10;""
04032 Carboneras;2024M09;""
04032 Carboneras;2024M08;""
04032 Carboneras;2024M07;""
04032 Carboneras;2024M06;""
04032 Carboneras;2024M05;""
04032 Carboneras;2024M04;1,68
04032 Carboneras;2024M03;2,5
04032 Carboneras;2024M02;1,69
04032 Carboneras;2024M01;3,85
04032 Carboneras;2023M12;""
04032 Carboneras;2023M11;""
04032 Carboneras;2023M10;""
04032 Carboneras;2023M09;""
04032 Carboneras;2023M08;""
04032 Carboneras;2023M07;""
04032 Carboneras;2023M06;""
04032 Carboneras;2023M05;""
04032 Carboneras;2023M04;""
04032 Carboneras;2023M03;""
04032 Carboneras;2023M02;""
04032 Carboneras;2023M01;""
04032 Carboneras;2022M12;""
04032 Carboneras;2022M11;""
04032 Carboneras;2022M10;""
04032 Carboneras;2022M09;""
04032 Carboneras;2022M08;""
04032 Carboneras;2022M07;""
04032 Carboneras;2022M06;""
04032 Carboneras;2022M05;""
04032 Carboneras;2022M04;""
04032 Carboneras;2022M03;""
04032 Carboneras;2022M02;""
04032 Carboneras;2022M01;""
04032 Carboneras;2021M12;""
04032 Carboneras;2021M11;""
04032 Carboneras;2021M10;""
04032 Carboneras;2021M09;""
04032 Carboneras;2021M08;""
04032 Carboneras;2021M07;""
04032 Carboneras;2021M06;""
04032 Carboneras;2021M05;""
04032 Carboneras;2021M04;""
04032 Carboneras;2021M03;""
04032 Carboneras;2021M02;""
04032 Carboneras;2021M01;""
04032 Carboneras;2020M12;""
04032 Carboneras;2020M11;""
04032 Carboneras;2020M10;""
04032 Carboneras;2020M09;""
04032 Carboneras;2020M08;""
04032 Carboneras;2020M07;""
04032 Carboneras;2020M06;""
04032 Carboneras;2020M05;""
04032 Carboneras;2020M04;""
04032 Carboneras;2020M03;""
04032 Carboneras;2020M02;""
04032 Carboneras;2020M01;""
04032 Carboneras;2019M12;""
04032 Carboneras;2019M11;""
04032 Carboneras;2019M10;""
04032 Carboneras;2019M09;""
04032 Carboneras;2019M08;""
04032 Carboneras;2019M07;""
04032 Carboneras;2019M06;""
04032 Carboneras;2019M05;""
04032 Carboneras;2019M04;""
04032 Carboneras;2019M03;""
04032 Carboneras;2019M02;""
04032 Carboneras;2019M01;""
04032 Carboneras;2018M12;""
04032 Carboneras;2018M11;""
04032 Carboneras;2018M10;""
04032 Carboneras;2018M09;""
04032 Carboneras;2018M08;""
04032 Carboneras;2018M07;""
04032 Carboneras;2018M06;""
04032 Carboneras;2018M05;""
04032 Carboneras;2018M04;""
04032 Carboneras;2018M03;""
04032 Carboneras;2018M02;""
04032 Carboneras;2018M01;""
04032 Carboneras;2017M12;""
04032 Carboneras;2017M11;""
04032 Carboneras;2017M10;""
04032 Carboneras;2017M09;""
04032 Carboneras;2017M08;""
04032 Carboneras;2017M07;""
04032 Carboneras;2017M06;""
04032 Carboneras;2017M05;""
04032 Carboneras;2017M04;""
04032 Carboneras;2017M03;""
04032 Carboneras;2017M02;""
04032 Carboneras;2017M01;""
04032 Carboneras;2016M12;""
04032 Carboneras;2016M11;""
04032 Carboneras;2016M10;""
04032 Carboneras;2016M09;""
04032 Carboneras;2016M08;""
04032 Carboneras;2016M07;""
04032 Carboneras;2016M06;""
04032 Carboneras;2016M05;""
04032 Carboneras;2016M04;""
04032 Carboneras;2016M03;""
04032 Carboneras;2016M02;""
04032 Carboneras;2016M01;""
04032 Carboneras;2015M12;""
04032 Carboneras;2015M11;""
04032 Carboneras;2015M10;""
04032 Carboneras;2015M09;""
04032 Carboneras;2015M08;""
04032 Carboneras;2015M07;""
04032 Carboneras;2015M06;""
04032 Carboneras;2015M05;""
04032 Carboneras;2015M04;""
04032 Carboneras;2015M03;""
04032 Carboneras;2015M02;""
04032 Carboneras;2015M01;""
04032 Carboneras;2014M12;""
04032 Carboneras;2014M11;""
04032 Carboneras;2014M10;""
04032 Carboneras;2014M09;""
04032 Carboneras;2014M08;""
04032 Carboneras;2014M07;""
04032 Carboneras;2014M06;""
04032 Carboneras;2014M05;""
04032 Carboneras;2014M04;""
04032 Carboneras;2014M03;""
04032 Carboneras;2014M02;""
04032 Carboneras;2014M01;""
04032 Carboneras;2013M12;""
04032 Carboneras;2013M11;""
04032 Carboneras;2013M10;""
04032 Carboneras;2013M09;""
04032 Carboneras;2013M08;""
04032 Carboneras;2013M07;""
04032 Carboneras;2013M06;""
04032 Carboneras;2013M05;""
04032 Carboneras;2013M04;""
04032 Carboneras;2013M03;""
04032 Carboneras;2013M02;""
04032 Carboneras;2013M01;""
04032 Carboneras;2012M12;""
04032 Carboneras;2012M11;""
04032 Carboneras;2012M10;""
04032 Carboneras;2012M09;""
04032 Carboneras;2012M08;""
04032 Carboneras;2012M07;""
04032 Carboneras;2012M06;""
04032 Carboneras;2012M05;""
04032 Carboneras;2012M04;""
04032 Carboneras;2012M03;""
04032 Carboneras;2012M02;""
04032 Carboneras;2012M01;""
04032 Carboneras;2011M12;""
04032 Carboneras;2011M11;""
04032 Carboneras;2011M10;""
04032 Carboneras;2011M09;""
04032 Carboneras;2011M08;""
04032 Carboneras;2011M07;""
04032 Carboneras;2011M06;""
04032 Carboneras;2011M05;""
04032 Carboneras;2011M04;""
04032 Carboneras;2011M03;""
04032 Carboneras;2011M02;""
04032 Carboneras;2011M01;""
04032 Carboneras;2010M12;""
04032 Carboneras;2010M11;""
04032 Carboneras;2010M10;""
04032 Carboneras;2010M09;""
04032 Carboneras;2010M08;""
04032 Carboneras;2010M07;""
04032 Carboneras;2010M06;""
04032 Carboneras;2010M05;""
04032 Carboneras;2010M04;""
04032 Carboneras;2010M03;""
04032 Carboneras;2010M02;""
04032 Carboneras;2010M01;""
04032 Carboneras;2009M12;""
04032 Carboneras;2009M11;""
04032 Carboneras;2009M10;""
04032 Carboneras;2009M09;""
04032 Carboneras;2009M08;""
04032 Carboneras;2009M07;""
04032 Carboneras;2009M06;""
04032 Carboneras;2009M05;""
04032 Carboneras;2009M04;""
04032 Carboneras;2009M03;""
04032 Carboneras;2009M02;""
04032 Carboneras;2009M01;""
04032 Carboneras;2008M12;""
04032 Carboneras;2008M11;""
04032 Carboneras;2008M10;""
04032 Carboneras;2008M09;""
04032 Carboneras;2008M08;""
04032 Carboneras;2008M07;""
04032 Carboneras;2008M06;""
04032 Carboneras;2008M05;""
04032 Carboneras;2008M04;""
04032 Carboneras;2008M03;""
04032 Carboneras;2008M02;""
04032 Carboneras;2008M01;""
04032 Carboneras;2007M12;""
04032 Carboneras;2007M11;""
04032 Carboneras;2007M10;""
04032 Carboneras;2007M09;""
04032 Carboneras;2007M08;""
04032 Carboneras;2007M07;""
04032 Carboneras;2007M06;""
04032 Carboneras;2007M05;""
04032 Carboneras;2007M04;""
04032 Carboneras;2007M03;""
04032 Carboneras;2007M02;""
04032 Carboneras;2007M01;""
04032 Carboneras;2006M12;""
04032 Carboneras;2006M11;""
04032 Carboneras;2006M10;""
04032 Carboneras;2006M09;""
04032 Carboneras;2006M08;""
04032 Carboneras;2006M07;""
04032 Carboneras;2006M06;""
04032 Carboneras;2006M05;""
04032 Carboneras;2006M04;""
04032 Carboneras;2006M03;""
04032 Carboneras;2006M02;""
04032 Carboneras;2006M01;""
04032 Carboneras;2005M12;""
04032 Carboneras;2005M11;""
04032 Carboneras;2005M10;""
04032 Carboneras;2005M09;""
04032 Carboneras;2005M08;""
04032 Carboneras;2005M07;""
04032 Carboneras;2005M06;""
04032 Carboneras;2005M05;""
04032 Carboneras;2005M04;""
04032 Carboneras;2005M03;""
04032 Carboneras;2005M02;""
04032 Carboneras;2005M01;""
04064 Mojácar;2025M04;3,14
04064 Mojácar;2025M03;2,95
04064 Mojácar;2025M02;2,64
04064 Mojácar;2025M01;.
04064 Mojácar;2024M12;3,01
04064 Mojácar;2024M11;2,51
04064 Mojácar;2024M10;3,63
04064 Mojácar;2024M09;3,99
04064 Mojácar;2024M08;4,17
04064 Mojácar;2024M07;4,12
04064 Mojácar;2024M06;3,34
04064 Mojácar;2024M05;3,04
04064 Mojácar;2024M04;3,73
04064 Mojácar;2024M03;2,99
04064 Mojácar;2024M02;2,62
04064 Mojácar;2024M01;2,92
04064 Mojácar;2023M12;3,14
04064 Mojácar;2023M11;2,31
04064 Mojácar;2023M10;3,63
04064 Mojácar;2023M09;3,88
04064 Mojácar;2023M08;4,42
04064 Mojácar;2023M07;4,16
04064 Mojácar;2023M06;3,48
04064 Mojácar;2023M05;3,17
04064 Mojácar;2023M04;2,89
04064 Mojácar;2023M03;2,99
04064 Mojácar;2023M02;2,7
04064 Mojácar;2023M01;.
04064 Mojácar;2022M12;.
04064 Mojácar;2022M11;.
04064 Mojácar;2022M10;3,43
04064 Mojácar;2022M09;3,82
04064 Mojácar;2022M08;4,37
04064 Mojácar;2022M07;4,04
04064 Mojácar;2022M06;2,9
04064 Mojácar;2022M05;2,95
04064 Mojácar;2022M04;2,87
04064 Mojácar;2022M03;2,96
04064 Mojácar;2022M02;.
04064 Mojácar;2022M01;.
04064 Mojácar;2021M12;3,09
04064 Mojácar;2021M11;2,66
04064 Mojácar;2021M10;3,12
04064 Mojácar;2021M09;3,83
04064 Mojácar;2021M08;4,17
04064 Mojácar;2021M07;3,9
04064 Mojácar;2021M06;2,84
04064 Mojácar;2021M05;2,3
04064 Mojácar;2021M04;.
04064 Mojácar;2021M03;.
04064 Mojácar;2021M02;.
04064 Mojácar;2021M01;.
04064 Mojácar;2020M12;.
04064 Mojácar;2020M11;.
04064 Mojácar;2020M10;2,66
04064 Mojácar;2020M09;3,31
04064 Mojácar;2020M08;3,54
04064 Mojácar;2020M07;3,15
04064 Mojácar;2020M06;.
04064 Mojácar;2020M05;.
04064 Mojácar;2020M04;0
04064 Mojácar;2020M03;3,19
04064 Mojácar;2020M02;.
04064 Mojácar;2020M01;.
04064 Mojácar;2019M12;2,83
04064 Mojácar;2019M11;2,32
04064 Mojácar;2019M10;3,34
04064 Mojácar;2019M09;4,18
04064 Mojácar;2019M08;4,55
04064 Mojácar;2019M07;4,54
04064 Mojácar;2019M06;3,37
04064 Mojácar;2019M05;3,25
04064 Mojácar;2019M04;3,95
04064 Mojácar;2019M03;4
04064 Mojácar;2019M02;3,02
04064 Mojácar;2019M01;3,44
04064 Mojácar;2018M12;.
04064 Mojácar;2018M11;.
04064 Mojácar;2018M10;4,05
04064 Mojácar;2018M09;4,09
04064 Mojácar;2018M08;4,41
04064 Mojácar;2018M07;4,28
04064 Mojácar;2018M06;3,37
04064 Mojácar;2018M05;3,7
04064 Mojácar;2018M04;3,78
04064 Mojácar;2018M03;4,34
04064 Mojácar;2018M02;.
04064 Mojácar;2018M01;.
04064 Mojácar;2017M12;.
04064 Mojácar;2017M11;.
04064 Mojácar;2017M10;3,59
04064 Mojácar;2017M09;4,34
04064 Mojácar;2017M08;4,83
04064 Mojácar;2017M07;4,71
04064 Mojácar;2017M06;3,44
04064 Mojácar;2017M05;3,05
04064 Mojácar;2017M04;3,75
04064 Mojácar;2017M03;3,94
04064 Mojácar;2017M02;.
04064 Mojácar;2017M01;.
04064 Mojácar;2016M12;3,01
04064 Mojácar;2016M11;.
04064 Mojácar;2016M10;3,47
04064 Mojácar;2016M09;4,34
04064 Mojácar;2016M08;4,84
04064 Mojácar;2016M07;4,58
04064 Mojácar;2016M06;3,5
04064 Mojácar;2016M05;3,59
04064 Mojácar;2016M04;3,66
04064 Mojácar;2016M03;4,51
04064 Mojácar;2016M02;.
04064 Mojácar;2016M01;.
04064 Mojácar;2015M12;.
04064 Mojácar;2015M11;2,02
04064 Mojácar;2015M10;3,29
04064 Mojácar;2015M09;4,64
04064 Mojácar;2015M08;4,93
04064 Mojácar;2015M07;4,81
04064 Mojácar;2015M06;3,51
04064 Mojácar;2015M05;2,65
04064 Mojácar;2015M04;4,07
04064 Mojácar;2015M03;4,31
04064 Mojácar;2015M02;.
04064 Mojácar;2015M01;.
04064 Mojácar;2014M12;.
04064 Mojácar;2014M11;.
04064 Mojácar;2014M10;3,57
04064 Mojácar;2014M09;4,57
04064 Mojácar;2014M08;4,8
04064 Mojácar;2014M07;4,92
04064 Mojácar;2014M06;3,33
04064 Mojácar;2014M05;2,82
04064 Mojácar;2014M04;3,92
04064 Mojácar;2014M03;4,55
04064 Mojácar;2014M02;.
04064 Mojácar;2014M01;.
04064 Mojácar;2013M12;..
04064 Mojácar;2013M11;..
04064 Mojácar;2013M10;3,68
04064 Mojácar;2013M09;4,39
04064 Mojácar;2013M08;4,78
04064 Mojácar;2013M07;4,87
04064 Mojácar;2013M06;3,28
04064 Mojácar;2013M05;2,72
04064 Mojácar;2013M04;4,45
04064 Mojácar;2013M03;4,18
04064 Mojácar;2013M02;..
04064 Mojácar;2013M01;..
04064 Mojácar;2012M12;..
04064 Mojácar;2012M11;..
04064 Mojácar;2012M10;3,31
04064 Mojácar;2012M09;4,24
04064 Mojácar;2012M08;4,83
04064 Mojácar;2012M07;4,65
04064 Mojácar;2012M06;3,05
04064 Mojácar;2012M05;3,25
04064 Mojácar;2012M04;3,83
04064 Mojácar;2012M03;3,67
04064 Mojácar;2012M02;..
04064 Mojácar;2012M01;3,74
04064 Mojácar;2011M12;3,61
04064 Mojácar;2011M11;4,05
04064 Mojácar;2011M10;3,28
04064 Mojácar;2011M09;4,31
04064 Mojácar;2011M08;5,06
04064 Mojácar;2011M07;4,68
04064 Mojácar;2011M06;3,38
04064 Mojácar;2011M05;3,14
04064 Mojácar;2011M04;3,83
04064 Mojácar;2011M03;""
04064 Mojácar;2011M02;""
04064 Mojácar;2011M01;""
04064 Mojácar;2010M12;""
04064 Mojácar;2010M11;3,97
04064 Mojácar;2010M10;3,32
04064 Mojácar;2010M09;4,15
04064 Mojácar;2010M08;4,76
04064 Mojácar;2010M07;4,34
04064 Mojácar;2010M06;3,29
04064 Mojácar;2010M05;3,39
04064 Mojácar;2010M04;4
04064 Mojácar;2010M03;3,95
04064 Mojácar;2010M02;3,51
04064 Mojácar;2010M01;""
04064 Mojácar;2009M12;..
04064 Mojácar;2009M11;3,11
04064 Mojácar;2009M10;3,42
04064 Mojácar;2009M09;4,76
04064 Mojácar;2009M08;4,55
04064 Mojácar;2009M07;4,55
04064 Mojácar;2009M06;3,46
04064 Mojácar;2009M05;3,34
04064 Mojácar;2009M04;3,79
04064 Mojácar;2009M03;3,8
04064 Mojácar;2009M02;..
04064 Mojácar;2009M01;..
04064 Mojácar;2008M12;3,4
04064 Mojácar;2008M11;3,85
04064 Mojácar;2008M10;3,22
04064 Mojácar;2008M09;4,9
04064 Mojácar;2008M08;4,61
04064 Mojácar;2008M07;5,04
04064 Mojácar;2008M06;3,75
04064 Mojácar;2008M05;3,86
04064 Mojácar;2008M04;2,91
04064 Mojácar;2008M03;3,59
04064 Mojácar;2008M02;3,79
04064 Mojácar;2008M01;5,3
04064 Mojácar;2007M12;4,2
04064 Mojácar;2007M11;3,43
04064 Mojácar;2007M10;3,13
04064 Mojácar;2007M09;3,93
04064 Mojácar;2007M08;5
04064 Mojácar;2007M07;4,39
04064 Mojácar;2007M06;3,96
04064 Mojácar;2007M05;3,24
04064 Mojácar;2007M04;3,21
04064 Mojácar;2007M03;3,62
04064 Mojácar;2007M02;3,58
04064 Mojácar;2007M01;.
04064 Mojácar;2006M12;..
04064 Mojácar;2006M11;4,21
04064 Mojácar;2006M10;3,27
04064 Mojácar;2006M09;5
04064 Mojácar;2006M08;3,72
04064 Mojácar;2006M07;4,56
04064 Mojácar;2006M06;3,74
04064 Mojácar;2006M05;3,33
04064 Mojácar;2006M04;3,27
04064 Mojácar;2006M03;3,45
04064 Mojácar;2006M02;2,79
04064 Mojácar;2006M01;4,08
04064 Mojácar;2005M12;4,83
04064 Mojácar;2005M11;4,64
04064 Mojácar;2005M10;4,46
04064 Mojácar;2005M09;4,91
04064 Mojácar;2005M08;5,28
04064 Mojácar;2005M07;5,34
04064 Mojácar;2005M06;3,88
04064 Mojácar;2005M05;3,44
04064 Mojácar;2005M04;3,9
04064 Mojácar;2005M03;3,63
04064 Mojácar;2005M02;4,14
04064 Mojácar;2005M01;7,08
04066 Níjar;2025M04;2,03
04066 Níjar;2025M03;1,81
04066 Níjar;2025M02;1,79
04066 Níjar;2025M01;.
04066 Níjar;2024M12;1,83
04066 Níjar;2024M11;1,73
04066 Níjar;2024M10;1,96
04066 Níjar;2024M09;2,48
04066 Níjar;2024M08;2,84
04066 Níjar;2024M07;2,75
04066 Níjar;2024M06;2,41
04066 Níjar;2024M05;1,97
04066 Níjar;2024M04;1,87
04066 Níjar;2024M03;1,98
04066 Níjar;2024M02;1,67
04066 Níjar;2024M01;2,23
04066 Níjar;2023M12;1,91
04066 Níjar;2023M11;1,79
04066 Níjar;2023M10;2,33
04066 Níjar;2023M09;2,68
04066 Níjar;2023M08;2,91
04066 Níjar;2023M07;2,56
04066 Níjar;2023M06;2,45
04066 Níjar;2023M05;1,78
04066 Níjar;2023M04;2,15
04066 Níjar;2023M03;1,87
04066 Níjar;2023M02;1,91
04066 Níjar;2023M01;1,87
04066 Níjar;2022M12;1,96
04066 Níjar;2022M11;1,9
04066 Níjar;2022M10;2,18
04066 Níjar;2022M09;2,51
04066 Níjar;2022M08;3,27
04066 Níjar;2022M07;2,95
04066 Níjar;2022M06;2,39
04066 Níjar;2022M05;1,9
04066 Níjar;2022M04;1,97
04066 Níjar;2022M03;1,73
04066 Níjar;2022M02;1,72
04066 Níjar;2022M01;1,95
04066 Níjar;2021M12;2,18
04066 Níjar;2021M11;1,87
04066 Níjar;2021M10;2,37
04066 Níjar;2021M09;2,82
04066 Níjar;2021M08;3,38
04066 Níjar;2021M07;2,93
04066 Níjar;2021M06;2,51
04066 Níjar;2021M05;1,63
04066 Níjar;2021M04;1,45
04066 Níjar;2021M03;1,31
04066 Níjar;2021M02;.
04066 Níjar;2021M01;.
04066 Níjar;2020M12;1,04
04066 Níjar;2020M11;1,7
04066 Níjar;2020M10;2,21
04066 Níjar;2020M09;2,87
04066 Níjar;2020M08;3,05
04066 Níjar;2020M07;2,9
04066 Níjar;2020M06;.
04066 Níjar;2020M05;.
04066 Níjar;2020M04;0
04066 Níjar;2020M03;1,99
04066 Níjar;2020M02;1,71
04066 Níjar;2020M01;1,69
04066 Níjar;2019M12;2,22
04066 Níjar;2019M11;2,23
04066 Níjar;2019M10;2,15
04066 Níjar;2019M09;2,55
04066 Níjar;2019M08;3
04066 Níjar;2019M07;2,94
04066 Níjar;2019M06;2,31
04066 Níjar;2019M05;2
04066 Níjar;2019M04;2,08
04066 Níjar;2019M03;1,68
04066 Níjar;2019M02;1,62
04066 Níjar;2019M01;1,74
04066 Níjar;2018M12;.
04066 Níjar;2018M11;1,97
04066 Níjar;2018M10;2,09
04066 Níjar;2018M09;2,62
04066 Níjar;2018M08;3,1
04066 Níjar;2018M07;3,06
04066 Níjar;2018M06;2,49
04066 Níjar;2018M05;1,98
04066 Níjar;2018M04;1,96
04066 Níjar;2018M03;1,88
04066 Níjar;2018M02;1,73
04066 Níjar;2018M01;.
04066 Níjar;2017M12;2,15
04066 Níjar;2017M11;1,97
04066 Níjar;2017M10;2,31
04066 Níjar;2017M09;2,72
04066 Níjar;2017M08;3,24
04066 Níjar;2017M07;3,09
04066 Níjar;2017M06;2,54
04066 Níjar;2017M05;2,08
04066 Níjar;2017M04;2,31
04066 Níjar;2017M03;1,84
04066 Níjar;2017M02;2,37
04066 Níjar;2017M01;2,37
04066 Níjar;2016M12;2,62
04066 Níjar;2016M11;1,95
04066 Níjar;2016M10;2,26
04066 Níjar;2016M09;2,73
04066 Níjar;2016M08;3,51
04066 Níjar;2016M07;3,38
04066 Níjar;2016M06;2,62
04066 Níjar;2016M05;2,61
04066 Níjar;2016M04;1,76
04066 Níjar;2016M03;2,16
04066 Níjar;2016M02;1,52
04066 Níjar;2016M01;2,15
04066 Níjar;2015M12;2,24
04066 Níjar;2015M11;.
04066 Níjar;2015M10;2,32
04066 Níjar;2015M09;2,84
04066 Níjar;2015M08;3,5
04066 Níjar;2015M07;3,09
04066 Níjar;2015M06;2,73
04066 Níjar;2015M05;2,07
04066 Níjar;2015M04;1,94
04066 Níjar;2015M03;1,78
04066 Níjar;2015M02;1,37
04066 Níjar;2015M01;.
04066 Níjar;2014M12;2,34
04066 Níjar;2014M11;1,94
04066 Níjar;2014M10;2,18
04066 Níjar;2014M09;2,85
04066 Níjar;2014M08;3,44
04066 Níjar;2014M07;3
04066 Níjar;2014M06;2,49
04066 Níjar;2014M05;2,19
04066 Níjar;2014M04;2,35
04066 Níjar;2014M03;1,75
