Puntos turísticos;Periodo;Total
33036 Llanes;2014M09;2,4
33036 Llanes;2014M08;2,89
33036 Llanes;2014M07;2,58
33036 Llanes;2014M06;1,91
33036 Llanes;2014M05;1,81
33036 Llanes;2014M04;2,11
33036 Llanes;2014M03;.
33036 Llanes;2014M02;.
33036 Llanes;2014M01;.
33036 Llanes;2013M12;..
33036 Llanes;2013M11;2,53
33036 Llanes;2013M10;1,59
33036 Llanes;2013M09;2,21
33036 Llanes;2013M08;2,71
33036 Llanes;2013M07;2,16
33036 Llanes;2013M06;1,68
33036 Llanes;2013M05;1,73
33036 Llanes;2013M04;1,72
33036 Llanes;2013M03;2
33036 Llanes;2013M02;..
33036 Llanes;2013M01;..
33036 Llanes;2012M12;1,79
33036 Llanes;2012M11;1,97
33036 Llanes;2012M10;2,09
33036 Llanes;2012M09;2,31
33036 Llanes;2012M08;2,84
33036 Llanes;2012M07;2,36
33036 Llanes;2012M06;2,08
33036 Llanes;2012M05;2,1
33036 Llanes;2012M04;1,97
33036 Llanes;2012M03;1,59
33036 Llanes;2012M02;1,35
33036 Llanes;2012M01;1,64
33036 Llanes;2011M12;1,8
33036 Llanes;2011M11;1,66
33036 Llanes;2011M10;2,15
33036 Llanes;2011M09;2,55
33036 Llanes;2011M08;2,59
33036 Llanes;2011M07;2,54
33036 Llanes;2011M06;1,85
33036 Llanes;2011M05;1,97
33036 Llanes;2011M04;2,27
33036 Llanes;2011M03;1,75
33036 Llanes;2011M02;""
33036 Llanes;2011M01;""
33036 Llanes;2010M12;2,04
33036 Llanes;2010M11;1,65
33036 Llanes;2010M10;2,08
33036 Llanes;2010M09;2,44
33036 Llanes;2010M08;2,79
33036 Llanes;2010M07;2,52
33036 Llanes;2010M06;2,21
33036 Llanes;2010M05;2,08
33036 Llanes;2010M04;2,12
33036 Llanes;2010M03;1,96
33036 Llanes;2010M02;""
33036 Llanes;2010M01;""
33036 Llanes;2009M12;1,92
33036 Llanes;2009M11;1,85
33036 Llanes;2009M10;2,18
33036 Llanes;2009M09;2,45
33036 Llanes;2009M08;2,78
33036 Llanes;2009M07;2,67
33036 Llanes;2009M06;2,38
33036 Llanes;2009M05;2,01
33036 Llanes;2009M04;2,39
33036 Llanes;2009M03;2
33036 Llanes;2009M02;1,55
33036 Llanes;2009M01;..
33036 Llanes;2008M12;1,76
33036 Llanes;2008M11;1,58
33036 Llanes;2008M10;1,81
33036 Llanes;2008M09;2,25
33036 Llanes;2008M08;3,32
33036 Llanes;2008M07;2,67
33036 Llanes;2008M06;1,97
33036 Llanes;2008M05;2
33036 Llanes;2008M04;1,96
33036 Llanes;2008M03;2,29
33036 Llanes;2008M02;2,18
33036 Llanes;2008M01;..
33036 Llanes;2007M12;2,04
33036 Llanes;2007M11;1,84
33036 Llanes;2007M10;1,82
33036 Llanes;2007M09;2,21
33036 Llanes;2007M08;3,14
33036 Llanes;2007M07;2,76
33036 Llanes;2007M06;2,04
33036 Llanes;2007M05;1,96
33036 Llanes;2007M04;2,14
33036 Llanes;2007M03;1,5
33036 Llanes;2007M02;1,51
33036 Llanes;2007M01;.
33036 Llanes;2006M12;2,34
33036 Llanes;2006M11;1,91
33036 Llanes;2006M10;2,27
33036 Llanes;2006M09;2,34
33036 Llanes;2006M08;3,65
33036 Llanes;2006M07;2,59
33036 Llanes;2006M06;2,01
33036 Llanes;2006M05;2,18
33036 Llanes;2006M04;2,14
33036 Llanes;2006M03;1,79
33036 Llanes;2006M02;1,53
33036 Llanes;2006M01;1,73
33036 Llanes;2005M12;2,38
33036 Llanes;2005M11;2,47
33036 Llanes;2005M10;2,97
33036 Llanes;2005M09;2,79
33036 Llanes;2005M08;4,25
33036 Llanes;2005M07;3,63
33036 Llanes;2005M06;2,23
33036 Llanes;2005M05;2,74
33036 Llanes;2005M04;1,94
33036 Llanes;2005M03;2,21
33036 Llanes;2005M02;1,52
33036 Llanes;2005M01;1,56
33044 Oviedo;2025M04;1,94
33044 Oviedo;2025M03;2
33044 Oviedo;2025M02;1,72
33044 Oviedo;2025M01;1,87
33044 Oviedo;2024M12;1,91
33044 Oviedo;2024M11;1,91
33044 Oviedo;2024M10;1,91
33044 Oviedo;2024M09;1,97
33044 Oviedo;2024M08;2,16
33044 Oviedo;2024M07;2,1
33044 Oviedo;2024M06;1,85
33044 Oviedo;2024M05;1,76
33044 Oviedo;2024M04;1,79
33044 Oviedo;2024M03;1,89
33044 Oviedo;2024M02;1,85
33044 Oviedo;2024M01;1,83
33044 Oviedo;2023M12;1,96
33044 Oviedo;2023M11;1,92
33044 Oviedo;2023M10;1,89
33044 Oviedo;2023M09;1,82
33044 Oviedo;2023M08;2,16
33044 Oviedo;2023M07;2,1
33044 Oviedo;2023M06;1,88
33044 Oviedo;2023M05;1,81
33044 Oviedo;2023M04;1,89
33044 Oviedo;2023M03;1,83
33044 Oviedo;2023M02;1,83
33044 Oviedo;2023M01;1,92
33044 Oviedo;2022M12;1,96
33044 Oviedo;2022M11;1,89
33044 Oviedo;2022M10;1,87
33044 Oviedo;2022M09;1,97
33044 Oviedo;2022M08;2,22
33044 Oviedo;2022M07;2,03
33044 Oviedo;2022M06;1,84
33044 Oviedo;2022M05;1,89
33044 Oviedo;2022M04;1,88
33044 Oviedo;2022M03;1,77
33044 Oviedo;2022M02;1,82
33044 Oviedo;2022M01;1,77
33044 Oviedo;2021M12;1,82
33044 Oviedo;2021M11;1,79
33044 Oviedo;2021M10;1,86
33044 Oviedo;2021M09;1,95
33044 Oviedo;2021M08;2,33
33044 Oviedo;2021M07;2,07
33044 Oviedo;2021M06;1,8
33044 Oviedo;2021M05;1,81
33044 Oviedo;2021M04;1,85
33044 Oviedo;2021M03;1,75
33044 Oviedo;2021M02;1,87
33044 Oviedo;2021M01;1,73
33044 Oviedo;2020M12;1,68
33044 Oviedo;2020M11;1,77
33044 Oviedo;2020M10;1,82
33044 Oviedo;2020M09;1,85
33044 Oviedo;2020M08;2,23
33044 Oviedo;2020M07;1,89
33044 Oviedo;2020M06;.
33044 Oviedo;2020M05;.
33044 Oviedo;2020M04;0
33044 Oviedo;2020M03;1,87
33044 Oviedo;2020M02;1,88
33044 Oviedo;2020M01;1,91
33044 Oviedo;2019M12;1,92
33044 Oviedo;2019M11;1,92
33044 Oviedo;2019M10;1,84
33044 Oviedo;2019M09;1,85
33044 Oviedo;2019M08;2,11
33044 Oviedo;2019M07;2,06
33044 Oviedo;2019M06;1,78
33044 Oviedo;2019M05;1,76
33044 Oviedo;2019M04;1,86
33044 Oviedo;2019M03;1,77
33044 Oviedo;2019M02;1,69
33044 Oviedo;2019M01;1,9
33044 Oviedo;2018M12;1,93
33044 Oviedo;2018M11;1,85
33044 Oviedo;2018M10;1,82
33044 Oviedo;2018M09;1,87
33044 Oviedo;2018M08;2,21
33044 Oviedo;2018M07;2,01
33044 Oviedo;2018M06;1,75
33044 Oviedo;2018M05;1,73
33044 Oviedo;2018M04;1,72
33044 Oviedo;2018M03;1,91
33044 Oviedo;2018M02;1,7
33044 Oviedo;2018M01;1,75
33044 Oviedo;2017M12;1,84
33044 Oviedo;2017M11;1,77
33044 Oviedo;2017M10;1,74
33044 Oviedo;2017M09;1,86
33044 Oviedo;2017M08;2,3
33044 Oviedo;2017M07;2,12
33044 Oviedo;2017M06;1,9
33044 Oviedo;2017M05;1,72
33044 Oviedo;2017M04;2,03
33044 Oviedo;2017M03;1,85
33044 Oviedo;2017M02;1,77
33044 Oviedo;2017M01;1,87
33044 Oviedo;2016M12;1,83
33044 Oviedo;2016M11;1,77
33044 Oviedo;2016M10;1,84
33044 Oviedo;2016M09;1,88
33044 Oviedo;2016M08;2,23
33044 Oviedo;2016M07;2
33044 Oviedo;2016M06;1,68
33044 Oviedo;2016M05;1,58
33044 Oviedo;2016M04;1,64
33044 Oviedo;2016M03;1,8
33044 Oviedo;2016M02;1,73
33044 Oviedo;2016M01;1,74
33044 Oviedo;2015M12;1,73
33044 Oviedo;2015M11;1,63
33044 Oviedo;2015M10;1,73
33044 Oviedo;2015M09;1,76
33044 Oviedo;2015M08;2,34
33044 Oviedo;2015M07;1,96
33044 Oviedo;2015M06;1,72
33044 Oviedo;2015M05;1,51
33044 Oviedo;2015M04;1,71
33044 Oviedo;2015M03;1,66
33044 Oviedo;2015M02;1,63
33044 Oviedo;2015M01;1,7
33044 Oviedo;2014M12;1,7
33044 Oviedo;2014M11;1,69
33044 Oviedo;2014M10;1,77
33044 Oviedo;2014M09;1,65
33044 Oviedo;2014M08;1,92
33044 Oviedo;2014M07;1,71
33044 Oviedo;2014M06;1,63
33044 Oviedo;2014M05;1,74
33044 Oviedo;2014M04;1,71
33044 Oviedo;2014M03;1,58
33044 Oviedo;2014M02;1,54
33044 Oviedo;2014M01;1,72
33044 Oviedo;2013M12;1,75
33044 Oviedo;2013M11;1,71
33044 Oviedo;2013M10;1,73
33044 Oviedo;2013M09;1,67
33044 Oviedo;2013M08;2
33044 Oviedo;2013M07;1,85
33044 Oviedo;2013M06;1,67
33044 Oviedo;2013M05;1,69
33044 Oviedo;2013M04;1,7
33044 Oviedo;2013M03;1,76
33044 Oviedo;2013M02;1,63
33044 Oviedo;2013M01;1,8
33044 Oviedo;2012M12;1,89
33044 Oviedo;2012M11;1,79
33044 Oviedo;2012M10;1,84
33044 Oviedo;2012M09;1,86
33044 Oviedo;2012M08;2,09
33044 Oviedo;2012M07;1,87
33044 Oviedo;2012M06;1,95
33044 Oviedo;2012M05;1,91
33044 Oviedo;2012M04;2,03
33044 Oviedo;2012M03;2,02
33044 Oviedo;2012M02;2
33044 Oviedo;2012M01;1,94
33044 Oviedo;2011M12;1,8
33044 Oviedo;2011M11;1,98
33044 Oviedo;2011M10;1,83
33044 Oviedo;2011M09;1,93
33044 Oviedo;2011M08;2,17
33044 Oviedo;2011M07;1,97
33044 Oviedo;2011M06;1,87
33044 Oviedo;2011M05;1,78
33044 Oviedo;2011M04;2,01
33044 Oviedo;2011M03;1,84
33044 Oviedo;2011M02;2,03
33044 Oviedo;2011M01;1,73
33044 Oviedo;2010M12;1,71
33044 Oviedo;2010M11;1,73
33044 Oviedo;2010M10;1,71
33044 Oviedo;2010M09;1,75
33044 Oviedo;2010M08;1,97
33044 Oviedo;2010M07;1,75
33044 Oviedo;2010M06;1,71
33044 Oviedo;2010M05;1,69
33044 Oviedo;2010M04;1,67
33044 Oviedo;2010M03;1,62
33044 Oviedo;2010M02;1,69
33044 Oviedo;2010M01;1,68
33044 Oviedo;2009M12;1,76
33044 Oviedo;2009M11;1,78
33044 Oviedo;2009M10;1,76
33044 Oviedo;2009M09;1,85
33044 Oviedo;2009M08;2,1
33044 Oviedo;2009M07;1,81
33044 Oviedo;2009M06;1,75
33044 Oviedo;2009M05;1,74
33044 Oviedo;2009M04;1,69
33044 Oviedo;2009M03;1,76
33044 Oviedo;2009M02;1,71
33044 Oviedo;2009M01;1,85
33044 Oviedo;2008M12;1,77
33044 Oviedo;2008M11;1,73
33044 Oviedo;2008M10;1,71
33044 Oviedo;2008M09;1,86
33044 Oviedo;2008M08;1,99
33044 Oviedo;2008M07;1,92
33044 Oviedo;2008M06;1,68
33044 Oviedo;2008M05;1,73
33044 Oviedo;2008M04;1,8
33044 Oviedo;2008M03;1,83
33044 Oviedo;2008M02;1,77
33044 Oviedo;2008M01;1,86
33044 Oviedo;2007M12;1,85
33044 Oviedo;2007M11;1,79
33044 Oviedo;2007M10;1,76
33044 Oviedo;2007M09;2,03
33044 Oviedo;2007M08;2,12
33044 Oviedo;2007M07;2,08
33044 Oviedo;2007M06;1,9
33044 Oviedo;2007M05;1,8
33044 Oviedo;2007M04;1,94
33044 Oviedo;2007M03;1,89
33044 Oviedo;2007M02;1,83
33044 Oviedo;2007M01;1,94
33044 Oviedo;2006M12;1,8
33044 Oviedo;2006M11;1,79
33044 Oviedo;2006M10;1,9
33044 Oviedo;2006M09;1,93
33044 Oviedo;2006M08;2,05
33044 Oviedo;2006M07;1,92
33044 Oviedo;2006M06;1,73
33044 Oviedo;2006M05;1,73
33044 Oviedo;2006M04;1,74
33044 Oviedo;2006M03;1,71
33044 Oviedo;2006M02;1,7
33044 Oviedo;2006M01;1,83
33044 Oviedo;2005M12;2,09
33044 Oviedo;2005M11;1,86
33044 Oviedo;2005M10;2,08
33044 Oviedo;2005M09;2,03
33044 Oviedo;2005M08;2,27
33044 Oviedo;2005M07;2,06
33044 Oviedo;2005M06;1,85
33044 Oviedo;2005M05;1,86
33044 Oviedo;2005M04;1,94
33044 Oviedo;2005M03;1,99
33044 Oviedo;2005M02;1,84
33044 Oviedo;2005M01;1,74
33076 Villaviciosa;2025M04;.
33076 Villaviciosa;2025M03;.
33076 Villaviciosa;2025M02;.
33076 Villaviciosa;2025M01;.
33076 Villaviciosa;2024M12;.
33076 Villaviciosa;2024M11;.
33076 Villaviciosa;2024M10;.
33076 Villaviciosa;2024M09;1,97
33076 Villaviciosa;2024M08;2,15
33076 Villaviciosa;2024M07;1,81
33076 Villaviciosa;2024M06;1,29
33076 Villaviciosa;2024M05;1,52
33076 Villaviciosa;2024M04;.
33076 Villaviciosa;2024M03;.
33076 Villaviciosa;2024M02;.
33076 Villaviciosa;2024M01;.
33076 Villaviciosa;2023M12;.
33076 Villaviciosa;2023M11;.
33076 Villaviciosa;2023M10;.
33076 Villaviciosa;2023M09;1,49
33076 Villaviciosa;2023M08;2,31
33076 Villaviciosa;2023M07;1,64
33076 Villaviciosa;2023M06;1,63
33076 Villaviciosa;2023M05;1,51
33076 Villaviciosa;2023M04;1,71
33076 Villaviciosa;2023M03;.
33076 Villaviciosa;2023M02;.
33076 Villaviciosa;2023M01;.
33076 Villaviciosa;2022M12;.
33076 Villaviciosa;2022M11;1,81
33076 Villaviciosa;2022M10;1,74
33076 Villaviciosa;2022M09;1,49
33076 Villaviciosa;2022M08;2,35
33076 Villaviciosa;2022M07;2,33
33076 Villaviciosa;2022M06;1,57
33076 Villaviciosa;2022M05;1,36
33076 Villaviciosa;2022M04;1,93
33076 Villaviciosa;2022M03;.
33076 Villaviciosa;2022M02;.
33076 Villaviciosa;2022M01;.
33076 Villaviciosa;2021M12;.
33076 Villaviciosa;2021M11;.
33076 Villaviciosa;2021M10;1,94
33076 Villaviciosa;2021M09;2,12
33076 Villaviciosa;2021M08;2,87
33076 Villaviciosa;2021M07;2,04
33076 Villaviciosa;2021M06;1,61
33076 Villaviciosa;2021M05;1,64
33076 Villaviciosa;2021M04;.
33076 Villaviciosa;2021M03;.
33076 Villaviciosa;2021M02;.
33076 Villaviciosa;2021M01;.
33076 Villaviciosa;2020M12;.
33076 Villaviciosa;2020M11;.
33076 Villaviciosa;2020M10;.
33076 Villaviciosa;2020M09;.
33076 Villaviciosa;2020M08;3,6
33076 Villaviciosa;2020M07;2,33
33076 Villaviciosa;2020M06;.
33076 Villaviciosa;2020M05;.
33076 Villaviciosa;2020M04;0
33076 Villaviciosa;2020M03;.
33076 Villaviciosa;2020M02;.
33076 Villaviciosa;2020M01;.
33076 Villaviciosa;2019M12;.
33076 Villaviciosa;2019M11;.
33076 Villaviciosa;2019M10;2
33076 Villaviciosa;2019M09;2,53
33076 Villaviciosa;2019M08;2,93
33076 Villaviciosa;2019M07;2,35
33076 Villaviciosa;2019M06;2,51
33076 Villaviciosa;2019M05;3,22
33076 Villaviciosa;2019M04;2,16
33076 Villaviciosa;2019M03;.
33076 Villaviciosa;2019M02;.
33076 Villaviciosa;2019M01;.
33076 Villaviciosa;2018M12;.
33076 Villaviciosa;2018M11;.
33076 Villaviciosa;2018M10;.
33076 Villaviciosa;2018M09;.
33076 Villaviciosa;2018M08;.
33076 Villaviciosa;2018M07;.
33076 Villaviciosa;2018M06;.
33076 Villaviciosa;2018M05;.
33076 Villaviciosa;2018M04;.
33076 Villaviciosa;2018M03;.
33076 Villaviciosa;2018M02;.
33076 Villaviciosa;2018M01;.
33076 Villaviciosa;2017M12;.
33076 Villaviciosa;2017M11;.
33076 Villaviciosa;2017M10;.
33076 Villaviciosa;2017M09;.
33076 Villaviciosa;2017M08;.
33076 Villaviciosa;2017M07;.
33076 Villaviciosa;2017M06;.
33076 Villaviciosa;2017M05;.
33076 Villaviciosa;2017M04;.
33076 Villaviciosa;2017M03;.
33076 Villaviciosa;2017M02;.
33076 Villaviciosa;2017M01;.
33076 Villaviciosa;2016M12;.
33076 Villaviciosa;2016M11;.
33076 Villaviciosa;2016M10;.
33076 Villaviciosa;2016M09;1,61
33076 Villaviciosa;2016M08;2,88
33076 Villaviciosa;2016M07;2,03
33076 Villaviciosa;2016M06;1,61
33076 Villaviciosa;2016M05;1,49
33076 Villaviciosa;2016M04;1,22
33076 Villaviciosa;2016M03;.
33076 Villaviciosa;2016M02;.
33076 Villaviciosa;2016M01;.
33076 Villaviciosa;2015M12;.
33076 Villaviciosa;2015M11;.
33076 Villaviciosa;2015M10;1,53
33076 Villaviciosa;2015M09;1,53
33076 Villaviciosa;2015M08;2,41
33076 Villaviciosa;2015M07;1,9
33076 Villaviciosa;2015M06;1,3
33076 Villaviciosa;2015M05;1,45
33076 Villaviciosa;2015M04;1,62
33076 Villaviciosa;2015M03;.
33076 Villaviciosa;2015M02;.
33076 Villaviciosa;2015M01;.
33076 Villaviciosa;2014M12;.
33076 Villaviciosa;2014M11;.
33076 Villaviciosa;2014M10;1,58
33076 Villaviciosa;2014M09;1,64
33076 Villaviciosa;2014M08;2,4
33076 Villaviciosa;2014M07;1,77
33076 Villaviciosa;2014M06;1,36
33076 Villaviciosa;2014M05;1,38
33076 Villaviciosa;2014M04;1,37
33076 Villaviciosa;2014M03;.
33076 Villaviciosa;2014M02;.
33076 Villaviciosa;2014M01;.
33076 Villaviciosa;2013M12;..
33076 Villaviciosa;2013M11;..
33076 Villaviciosa;2013M10;1,38
33076 Villaviciosa;2013M09;1,58
33076 Villaviciosa;2013M08;2,09
33076 Villaviciosa;2013M07;1,62
33076 Villaviciosa;2013M06;1,54
33076 Villaviciosa;2013M05;1,36
33076 Villaviciosa;2013M04;1,56
33076 Villaviciosa;2013M03;1,57
33076 Villaviciosa;2013M02;1,26
33076 Villaviciosa;2013M01;1,44
33076 Villaviciosa;2012M12;..
33076 Villaviciosa;2012M11;..
33076 Villaviciosa;2012M10;..
33076 Villaviciosa;2012M09;..
33076 Villaviciosa;2012M08;3,26
33076 Villaviciosa;2012M07;1,91
33076 Villaviciosa;2012M06;..
33076 Villaviciosa;2012M05;..
33076 Villaviciosa;2012M04;..
33076 Villaviciosa;2012M03;..
33076 Villaviciosa;2012M02;..
33076 Villaviciosa;2012M01;..
33076 Villaviciosa;2011M12;""
33076 Villaviciosa;2011M11;""
33076 Villaviciosa;2011M10;""
33076 Villaviciosa;2011M09;""
33076 Villaviciosa;2011M08;""
33076 Villaviciosa;2011M07;""
33076 Villaviciosa;2011M06;""
33076 Villaviciosa;2011M05;""
33076 Villaviciosa;2011M04;""
33076 Villaviciosa;2011M03;""
33076 Villaviciosa;2011M02;""
33076 Villaviciosa;2011M01;""
33076 Villaviciosa;2010M12;""
33076 Villaviciosa;2010M11;""
33076 Villaviciosa;2010M10;""
33076 Villaviciosa;2010M09;""
33076 Villaviciosa;2010M08;""
33076 Villaviciosa;2010M07;""
33076 Villaviciosa;2010M06;""
33076 Villaviciosa;2010M05;""
33076 Villaviciosa;2010M04;""
33076 Villaviciosa;2010M03;""
33076 Villaviciosa;2010M02;""
33076 Villaviciosa;2010M01;""
33076 Villaviciosa;2009M12;..
33076 Villaviciosa;2009M11;..
33076 Villaviciosa;2009M10;..
33076 Villaviciosa;2009M09;2,74
33076 Villaviciosa;2009M08;2,4
33076 Villaviciosa;2009M07;3,32
33076 Villaviciosa;2009M06;2,23
33076 Villaviciosa;2009M05;3,2
33076 Villaviciosa;2009M04;2,95
33076 Villaviciosa;2009M03;..
33076 Villaviciosa;2009M02;..
33076 Villaviciosa;2009M01;..
33076 Villaviciosa;2008M12;..
33076 Villaviciosa;2008M11;..
33076 Villaviciosa;2008M10;1,62
33076 Villaviciosa;2008M09;2,26
33076 Villaviciosa;2008M08;2,32
33076 Villaviciosa;2008M07;2,73
33076 Villaviciosa;2008M06;2,24
33076 Villaviciosa;2008M05;1,98
33076 Villaviciosa;2008M04;1,83
33076 Villaviciosa;2008M03;2,11
33076 Villaviciosa;2008M02;..
33076 Villaviciosa;2008M01;..
33076 Villaviciosa;2007M12;1,74
33076 Villaviciosa;2007M11;1,93
33076 Villaviciosa;2007M10;1,69
33076 Villaviciosa;2007M09;1,77
33076 Villaviciosa;2007M08;2,53
33076 Villaviciosa;2007M07;2,13
33076 Villaviciosa;2007M06;2,27
33076 Villaviciosa;2007M05;2,15
33076 Villaviciosa;2007M04;2,23
33076 Villaviciosa;2007M03;1,7
33076 Villaviciosa;2007M02;1,92
33076 Villaviciosa;2007M01;2,53
33076 Villaviciosa;2006M12;1,76
33076 Villaviciosa;2006M11;..
33076 Villaviciosa;2006M10;2,35
33076 Villaviciosa;2006M09;2,16
33076 Villaviciosa;2006M08;3,31
33076 Villaviciosa;2006M07;2,49
33076 Villaviciosa;2006M06;2,3
33076 Villaviciosa;2006M05;2,14
33076 Villaviciosa;2006M04;2,5
33076 Villaviciosa;2006M03;2,91
33076 Villaviciosa;2006M02;3,07
33076 Villaviciosa;2006M01;4,13
33076 Villaviciosa;2005M12;2,81
33076 Villaviciosa;2005M11;3,21
33076 Villaviciosa;2005M10;2,98
33076 Villaviciosa;2005M09;2,3
33076 Villaviciosa;2005M08;3,26
33076 Villaviciosa;2005M07;2,74
33076 Villaviciosa;2005M06;2,5
33076 Villaviciosa;2005M05;1,84
33076 Villaviciosa;2005M04;1,93
33076 Villaviciosa;2005M03;2,15
33076 Villaviciosa;2005M02;1,71
33076 Villaviciosa;2005M01;1,77
34120 Palencia;2025M04;2,23
34120 Palencia;2025M03;2,36
34120 Palencia;2025M02;2,25
34120 Palencia;2025M01;2,14
34120 Palencia;2024M12;2,46
34120 Palencia;2024M11;2,3
34120 Palencia;2024M10;1,93
34120 Palencia;2024M09;2,13
34120 Palencia;2024M08;1,97
34120 Palencia;2024M07;2,13
34120 Palencia;2024M06;1,6
34120 Palencia;2024M05;1,95
34120 Palencia;2024M04;2,27
34120 Palencia;2024M03;2,13
34120 Palencia;2024M02;2,14
34120 Palencia;2024M01;2,2
34120 Palencia;2023M12;1,97
34120 Palencia;2023M11;2,13
34120 Palencia;2023M10;1,89
34120 Palencia;2023M09;1,99
34120 Palencia;2023M08;1,88
34120 Palencia;2023M07;1,85
34120 Palencia;2023M06;1,96
34120 Palencia;2023M05;1,88
34120 Palencia;2023M04;2,02
34120 Palencia;2023M03;2,03
34120 Palencia;2023M02;1,96
34120 Palencia;2023M01;2,16
34120 Palencia;2022M12;1,98
34120 Palencia;2022M11;1,76
34120 Palencia;2022M10;1,86
34120 Palencia;2022M09;1,78
34120 Palencia;2022M08;1,98
34120 Palencia;2022M07;1,75
34120 Palencia;2022M06;1,97
34120 Palencia;2022M05;1,9
34120 Palencia;2022M04;1,95
34120 Palencia;2022M03;2,26
34120 Palencia;2022M02;1,97
34120 Palencia;2022M01;1,88
34120 Palencia;2021M12;1,92
34120 Palencia;2021M11;1,87
34120 Palencia;2021M10;1,82
34120 Palencia;2021M09;1,96
34120 Palencia;2021M08;2,17
34120 Palencia;2021M07;2,02
34120 Palencia;2021M06;1,73
34120 Palencia;2021M05;.
34120 Palencia;2021M04;.
34120 Palencia;2021M03;.
34120 Palencia;2021M02;.
34120 Palencia;2021M01;.
34120 Palencia;2020M12;.
34120 Palencia;2020M11;.
34120 Palencia;2020M10;.
34120 Palencia;2020M09;.
34120 Palencia;2020M08;.
34120 Palencia;2020M07;.
34120 Palencia;2020M06;.
34120 Palencia;2020M05;.
34120 Palencia;2020M04;0
34120 Palencia;2020M03;.
34120 Palencia;2020M02;1,64
34120 Palencia;2020M01;1,96
34120 Palencia;2019M12;2,09
34120 Palencia;2019M11;2
34120 Palencia;2019M10;1,76
34120 Palencia;2019M09;2,06
34120 Palencia;2019M08;1,94
34120 Palencia;2019M07;1,92
34120 Palencia;2019M06;1,82
34120 Palencia;2019M05;1,99
34120 Palencia;2019M04;1,89
34120 Palencia;2019M03;1,76
34120 Palencia;2019M02;1,9
34120 Palencia;2019M01;1,89
34120 Palencia;2018M12;.
34120 Palencia;2018M11;.
34120 Palencia;2018M10;.
34120 Palencia;2018M09;.
34120 Palencia;2018M08;.
34120 Palencia;2018M07;.
34120 Palencia;2018M06;.
34120 Palencia;2018M05;.
34120 Palencia;2018M04;.
34120 Palencia;2018M03;.
34120 Palencia;2018M02;.
34120 Palencia;2018M01;.
34120 Palencia;2017M12;.
34120 Palencia;2017M11;.
34120 Palencia;2017M10;.
34120 Palencia;2017M09;.
34120 Palencia;2017M08;.
34120 Palencia;2017M07;.
34120 Palencia;2017M06;.
34120 Palencia;2017M05;1,76
34120 Palencia;2017M04;2
34120 Palencia;2017M03;2,05
34120 Palencia;2017M02;2,05
34120 Palencia;2017M01;.
34120 Palencia;2016M12;.
34120 Palencia;2016M11;.
34120 Palencia;2016M10;.
34120 Palencia;2016M09;.
34120 Palencia;2016M08;.
34120 Palencia;2016M07;.
34120 Palencia;2016M06;1,89
34120 Palencia;2016M05;2,18
34120 Palencia;2016M04;2,04
34120 Palencia;2016M03;2,34
34120 Palencia;2016M02;.
34120 Palencia;2016M01;.
34120 Palencia;2015M12;.
34120 Palencia;2015M11;.
34120 Palencia;2015M10;.
34120 Palencia;2015M09;.
34120 Palencia;2015M08;.
34120 Palencia;2015M07;.
34120 Palencia;2015M06;.
34120 Palencia;2015M05;.
34120 Palencia;2015M04;.
34120 Palencia;2015M03;.
34120 Palencia;2015M02;.
34120 Palencia;2015M01;.
34120 Palencia;2014M12;.
34120 Palencia;2014M11;.
34120 Palencia;2014M10;.
34120 Palencia;2014M09;.
34120 Palencia;2014M08;.
34120 Palencia;2014M07;.
34120 Palencia;2014M06;.
34120 Palencia;2014M05;.
34120 Palencia;2014M04;.
34120 Palencia;2014M03;.
34120 Palencia;2014M02;.
34120 Palencia;2014M01;.
34120 Palencia;2013M12;1,83
34120 Palencia;2013M11;1,97
34120 Palencia;2013M10;1,88
34120 Palencia;2013M09;2,06
34120 Palencia;2013M08;2,35
34120 Palencia;2013M07;2,12
34120 Palencia;2013M06;1,84
34120 Palencia;2013M05;1,72
34120 Palencia;2013M04;1,59
34120 Palencia;2013M03;1,83
34120 Palencia;2013M02;1,73
34120 Palencia;2013M01;1,74
34120 Palencia;2012M12;1,91
34120 Palencia;2012M11;1,73
34120 Palencia;2012M10;1,67
34120 Palencia;2012M09;1,61
34120 Palencia;2012M08;1,78
34120 Palencia;2012M07;1,65
34120 Palencia;2012M06;1,71
34120 Palencia;2012M05;1,58
34120 Palencia;2012M04;1,75
34120 Palencia;2012M03;1,84
34120 Palencia;2012M02;1,71
34120 Palencia;2012M01;1,78
34120 Palencia;2011M12;1,7
34120 Palencia;2011M11;1,69
34120 Palencia;2011M10;1,75
34120 Palencia;2011M09;1,81
34120 Palencia;2011M08;1,78
34120 Palencia;2011M07;1,74
34120 Palencia;2011M06;1,66
34120 Palencia;2011M05;1,71
34120 Palencia;2011M04;1,71
34120 Palencia;2011M03;1,81
34120 Palencia;2011M02;1,75
34120 Palencia;2011M01;1,73
34120 Palencia;2010M12;1,75
34120 Palencia;2010M11;1,87
34120 Palencia;2010M10;1,7
34120 Palencia;2010M09;1,65
34120 Palencia;2010M08;1,76
34120 Palencia;2010M07;1,74
34120 Palencia;2010M06;1,79
34120 Palencia;2010M05;1,8
34120 Palencia;2010M04;1,92
34120 Palencia;2010M03;1,51
34120 Palencia;2010M02;1,64
34120 Palencia;2010M01;1,79
34120 Palencia;2009M12;1,73
34120 Palencia;2009M11;1,95
