Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2023M03;57.936
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2023M02;50.771
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Viajero;2023M01;47.681
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;327.769
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;334.076
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;374.017
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;671.553
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;654.946
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;1.213.109
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;883.656
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;671.249
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;518.625
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;475.639
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;438.515
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;417.308
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;382.242
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;334.748
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;409.883
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;666.559
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;642.694
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;1.086.838
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;920.193
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;728.240
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;633.095
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;574.693
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;369.139
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;343.217
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;338.058
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2025M01;28.376
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M12;36.895
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M11;33.850
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M10;28.449
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M09;28.523
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M08;24.597
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M07;29.541
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M06;36.924
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M05;29.184
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M04;30.936
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M03;33.113
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M02;29.862
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2024M01;27.279
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M12;36.896
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M11;29.337
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M10;25.996
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M09;26.715
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M08;22.173
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M07;28.074
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M06;31.824
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M05;27.917
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M04;27.849
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M03;24.395
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M02;26.991
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Viajero;2023M01;26.167
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2025M01;96.273
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M12;101.427
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M11;108.611
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M10;102.540
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M09;93.707
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M08;90.443
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M07;91.204
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M06;103.741
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M05;87.541
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M04;89.139
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M03;92.957
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M02;83.903
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2024M01;81.478
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M12;107.221
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M11;78.323
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M10;77.500
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M09;78.405
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M08;73.745
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M07;81.955
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M06;83.128
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M05;79.285
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M04;84.227
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M03;74.076
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M02;77.721
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;Pernoctaciones;2023M01;80.290
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2025M01;36.188
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M12;32.531
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M11;37.519
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M10;44.236
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M09;41.326
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M08;38.363
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M07;42.090
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M06;38.322
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M05;41.491
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M04;41.662
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M03;35.565
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M02;29.899
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2024M01;27.884
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M12;23.570
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M11;32.139
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M10;38.870
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M09;36.115
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M08;34.991
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M07;40.329
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M06;41.912
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M05;42.414
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M04;40.682
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M03;35.496
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M02;28.077
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Viajero;2023M01;25.946
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;145.303
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;112.735
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;137.417
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;153.115
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;156.405
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;135.721
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;142.343
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;129.096
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;139.165
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;143.052
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;133.284
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;104.515
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;105.498
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;96.623
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;114.761
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;135.413
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;120.596
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;120.708
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;125.998
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;135.210
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;137.877
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;135.086
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;115.416
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;88.384
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;91.882
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2025M01;24.000
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M12;25.237
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M11;22.449
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M10;20.424
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M09;23.579
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M08;39.094
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M07;28.071
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M06;21.487
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M05;18.928
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M04;17.225
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M03;21.974
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M02;16.551
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2024M01;12.571
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M12;30.624
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M11;20.667
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M10;19.885
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M09;24.494
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M08;38.141
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M07;34.123
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M06;25.946
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M05;19.051
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M04;25.722
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M03;19.112
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M02;18.933
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Viajero;2023M01;16.025
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2025M01;43.621
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M12;63.197
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M11;47.119
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M10;42.473
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M09;57.907
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M08;135.340
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M07;86.515
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M06;52.938
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M05;41.953
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M04;35.930
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M03;54.173
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M02;33.782
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2024M01;26.359
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M12;84.318
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M11;43.149
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M10;45.737
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M09;62.719
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M08;152.178
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M07;106.911
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M06;65.140
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M05;43.247
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M04;66.368
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M03;40.266
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M02;42.879
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en España;Pernoctaciones;2023M01;36.575
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2025M01;962
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M12;3.745
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M11;6.598
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M10;14.984
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M09;17.021
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M08;19.646
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M07;15.760
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M06;12.929
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M05;15.145
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M04;15.122
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M03;8.989
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M02;4.770
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M01;3.473
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M12;5.589
