Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2024M01;34.368
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M12;26.719
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M11;29.811
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M10;43.686
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M09;45.694
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M08;40.290
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M07;35.822
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M06;32.573
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M05;57.389
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M04;52.942
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M03;38.546
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M02;36.229
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Viajero;2023M01;35.873
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;299.946
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;254.467
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;210.656
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;228.743
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;199.332
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;140.731
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;128.575
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;131.053
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;195.893
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;206.517
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;253.909
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;286.358
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;291.259
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;235.751
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;195.309
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;181.815
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;151.522
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;132.569
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;147.712
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;105.149
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;188.302
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;200.988
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;237.548
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;268.405
Encuesta de Ocupación en Campings;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;281.305
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2025M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M10;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M09;4.230
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M08;6.401
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M07;4.598
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M06;5.213
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M05;3.490
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2024M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M10;95
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M09;3.711
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M08;6.443
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M07;4.810
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M06;4.952
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M05;2.347
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Viajero;2023M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2025M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M10;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M09;16.028
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M08;33.850
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M07;22.527
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M06;20.052
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M05;7.587
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2024M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M10;525
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M09;12.575
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M08;34.342
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M07;22.138
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M06;18.238
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M05;7.651
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en España;Pernoctaciones;2023M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2025M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M10;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M09;4.032
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M08;5.018
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M07;6.103
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M06;3.192
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M05;2.575
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2024M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M10;1.530
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M09;4.048
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M08;5.500
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M07;7.043
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M06;3.231
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M05;1.974
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Viajero;2023M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;25.268
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;38.533
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;42.133
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;18.591
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;15.285
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;10.478
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;24.781
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;41.063
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;43.325
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;21.572
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;13.346
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;.
Encuesta de Ocupación en Campings;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;.
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2025M01;20.724
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M12;49.429
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M11;63.975
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M10;117.648
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M09;244.368
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M08;489.464
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M07;382.405
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M06;436.664
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M05;246.926
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M04;157.231
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M03;208.038
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M02;46.084
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2024M01;26.725
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M12;50.307
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M11;53.630
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M10;151.015
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M09;274.407
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M08;503.229
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M07;403.056
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M06;437.664
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M05;214.619
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M04;304.127
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M03;96.769
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M02;46.325
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Viajero;2023M01;28.250
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2025M01;46.607
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M12;119.640
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M11;164.580
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M10;368.225
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M09;1.008.931
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M08;2.601.125
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M07;1.921.210
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M06;1.559.854
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M05;871.261
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M04;623.595
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M03;673.359
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M02;110.201
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2024M01;81.426
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M12;148.176
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M11;130.950
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M10;453.817
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M09;984.218
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M08;2.511.319
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M07;1.721.666
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M06;1.373.996
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M05;717.216
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M04;1.023.544
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M03;249.123
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M02;85.663
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en España;Pernoctaciones;2023M01;60.773
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2025M01;13.440
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M12;13.512
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M11;17.920
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M10;92.566
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M09;199.635
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M08;347.055
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M07;363.678
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M06;158.274
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M05;187.307
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M04;116.719
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M03;58.160
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M02;19.987
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2024M01;15.310
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M12;15.103
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M11;20.089
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M10;71.435
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M09;182.971
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M08;332.052
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M07;347.078
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M06;150.490
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M05;148.240
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M04;115.339
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M03;33.979
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M02;13.694
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Viajero;2023M01;12.151
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;61.585
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;54.852
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;76.055
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;501.057
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;1.291.987
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;2.885.305
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;2.692.227
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;1.073.451
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;936.049
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;490.264
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;203.768
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;70.830
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;55.460
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;59.167
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;68.435
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;417.005
Encuesta de Ocupación en Campings;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;1.179.976
