Tipo de alojamiento;Viajeros y pernoctaciones;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;09 Cataluña;Total;Residentes en el Extranjero;2023M01;68.868
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M12;136.618
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M11;108.159
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M10;133.446
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M09;523.543
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M08;1.321.681
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M07;1.122.188
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M06;529.426
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M05;234.181
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M04;161.777
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M03;222.506
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M02;113.484
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2024M01;98.523
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M12;156.451
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M11;120.117
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M10;202.588
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M09;470.810
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M08;1.514.302
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M07;1.185.981
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M06;599.206
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M05;276.629
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M04;413.231
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M03;136.656
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M02;123.737
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en España;2023M01;115.964
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M12;334.076
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M11;374.017
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M10;671.553
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M09;654.946
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M08;1.213.109
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M07;883.656
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M06;671.249
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M05;518.625
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M04;475.639
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M03;438.515
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M02;417.308
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2024M01;382.242
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M12;334.748
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M11;409.883
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M10;666.559
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M09;642.694
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M08;1.086.838
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M07;920.193
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M06;728.240
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M05;633.095
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M04;574.693
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M03;369.139
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M02;343.217
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;Total;Residentes en el Extranjero;2023M01;338.058
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M12;101.427
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M11;108.611
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M10;102.540
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M09;93.707
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M08;90.443
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M07;91.204
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M06;103.741
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M05;87.541
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M04;89.139
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M03;92.957
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M02;83.903
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2024M01;81.478
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M12;107.221
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M11;78.323
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M10;77.500
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M09;78.405
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M08;73.745
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M07;81.955
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M06;83.128
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M05;79.285
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M04;84.227
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M03;74.076
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M02;77.721
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en España;2023M01;80.290
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M12;112.735
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M11;137.417
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M10;153.115
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M09;156.405
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M08;135.721
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M07;142.343
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M06;129.096
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M05;139.165
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M04;143.052
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M03;133.284
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M02;104.515
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2024M01;105.498
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M12;96.623
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M11;114.761
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M10;135.413
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M09;120.596
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M08;120.708
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M07;125.998
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M06;135.210
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M05;137.877
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M04;135.086
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M03;115.416
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M02;88.384
Encuesta de Ocupación en Apartamentos Turísticos;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;Total;Residentes en el Extranjero;2023M01;91.882
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M12;63.197
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M11;47.119
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M10;42.473
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M09;57.907
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M08;135.340
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M07;86.515
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M06;52.938
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M05;41.953
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M04;35.930
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M03;54.173
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M02;33.782
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2024M01;26.359
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M12;84.318
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M11;43.149
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M10;45.737
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M09;62.719
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M08;152.178
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M07;106.911
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M06;65.140
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M05;43.247
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M04;66.368
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M03;40.266
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M02;42.879
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en España;2023M01;36.575
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M12;20.034
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M11;29.152
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M10;74.093
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M09;91.367
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M08;133.569
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M07;108.176
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M06;74.430
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M05;76.010
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M04;73.596
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M03;42.494
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M02;21.586
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2024M01;19.058
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M12;17.634
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M11;28.181
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M10;70.282
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M09;73.529
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M08;111.583
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M07;105.057
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M06;61.361
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M05;65.546
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M04;57.980
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M03;35.651
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M02;24.922
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;01 Andalucía;Total;Residentes en el Extranjero;2023M01;17.663
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M12;11.342
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M11;11.100
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M10;16.328
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M09;24.592
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M08;34.268
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M07;26.463
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M06;24.806
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M05;17.224
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M04;11.406
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M03;12.315
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M02;10.207
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2024M01;7.626
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M12;11.049
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M11;10.275
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M10;15.660
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M09;20.460
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M08;38.270
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M07;30.516
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M06;23.126
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M05;18.131
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M04;15.880
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M03;9.181
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M02;10.403
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en España;2023M01;8.576
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M12;21.008
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M11;27.731
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M10;160.830
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M09;211.782
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M08;225.020
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M07;214.743
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M06;201.114
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M05;186.826
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M04;127.885
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M03;65.986
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M02;20.862
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2024M01;12.849
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M12;16.020
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M11;18.605
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M10;136.964
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M09;203.516
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M08;221.630
Encuesta de Ocupación en Alojamientos de Turismo Rural;Pernoctaciones;Total Nacional;04 Balears, Illes;Total;Residentes en el Extranjero;2023M07;203.845
