Totales Territoriales;Provincias;Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M03;4,59
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M02;4,39
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2023M01;4,90
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M12;4,78
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M11;4,67
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M10;4,39
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M09;4,36
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M08;4,06
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M07;3,55
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M06;4,61
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M05;4,55
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M04;10,39
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M03;4,69
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M02;4,11
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Viajero;2022M01;4,13
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2025M03;5,55
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2025M02;6,20
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2025M01;5,86
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M12;5,81
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M11;4,02
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M10;4,87
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M09;4,50
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M08;4,85
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M07;4,33
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M06;5,67
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M05;4,58
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M04;4,87
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M03;5,71
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M02;5,81
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2024M01;5,35
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M12;5,81
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M11;5,19
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M10;5,50
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M09;4,04
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M08;4,17
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M07;3,63
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M06;4,55
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M05;4,81
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M04;6,39
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M03;4,96
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M02;5,28
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2023M01;5,87
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M12;5,77
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M11;5,54
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M10;4,95
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M09;5,13
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M08;4,77
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M07;3,93
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M06;5,22
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M05;4,92
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M04;10,53
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M03;5,87
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M02;4,88
Total Nacional;41 Sevilla;Total Nacional;10 Comunitat Valenciana;Pernoctaciones;2022M01;5,07
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2025M03;4,07
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2025M02;4,18
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2025M01;4,72
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M12;5,37
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M11;4,00
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M10;3,54
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M09;3,81
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M08;4,03
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M07;4,60
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M06;4,35
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M05;3,25
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M04;2,96
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M03;4,00
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M02;3,79
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2024M01;4,64
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M12;4,68
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M11;3,49
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M10;2,98
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M09;4,47
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M08;3,59
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M07;4,59
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M06;4,31
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M05;3,34
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M04;3,56
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M03;4,49
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M02;4,41
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2023M01;4,50
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M12;4,78
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M11;4,20
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M10;3,45
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M09;4,12
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M08;4,34
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M07;5,51
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M06;3,63
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M05;3,58
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M04;3,60
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M03;3,49
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M02;4,01
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Viajero;2022M01;4,79
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2025M03;3,54
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2025M02;3,56
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2025M01;4,15
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M12;4,48
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M11;3,58
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M10;2,94
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M09;3,25
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M08;3,27
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M07;4,04
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M06;3,70
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M05;2,84
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M04;2,48
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M03;3,31
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M02;3,18
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2024M01;3,86
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M12;3,82
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M11;3,13
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M10;2,68
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M09;4,06
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M08;3,06
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M07;3,93
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M06;3,71
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M05;2,91
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M04;3,27
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M03;3,84
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M02;3,85
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2023M01;3,93
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M12;3,79
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M11;3,31
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M10;2,78
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M09;3,56
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M08;3,74
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M07;4,80
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M06;3,19
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M05;3,04
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M04;2,95
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M03;3,15
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M02;3,67
Total Nacional;41 Sevilla;Total Nacional;11 Extremadura;Pernoctaciones;2022M01;4,10
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2025M03;2,35
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2025M02;2,00
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2025M01;1,92
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M12;1,48
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M11;2,69
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M10;2,40
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M09;2,16
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M08;2,04
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M07;2,49
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M06;2,53
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M05;2,89
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M04;2,43
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M03;2,36
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M02;2,33
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2024M01;1,92
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M12;1,75
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M11;1,99
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M10;1,84
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M09;1,78
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M08;1,76
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M07;1,89
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M06;2,09
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M05;2,10
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M04;2,34
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M03;2,22
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M02;2,12
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2023M01;1,62
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M12;1,54
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M11;1,89
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M10;2,01
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M09;2,23
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M08;2,10
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M07;1,72
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M06;2,13
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M05;1,99
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M04;2,63
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M03;1,57
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M02;1,76
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Viajero;2022M01;1,42
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2025M03;3,05
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2025M02;2,68
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2025M01;3,04
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M12;3,47
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M11;4,39
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M10;4,26
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M09;4,37
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M08;2,43
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M07;3,66
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M06;3,65
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M05;3,95
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M04;3,57
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M03;2,90
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M02;3,19
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2024M01;2,74
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M12;2,16
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M11;2,26
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M10;2,42
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M09;2,02
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M08;1,95
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M07;1,98
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M06;2,70
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M05;2,62
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M04;2,86
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M03;2,55
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M02;2,81
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2023M01;2,20
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M12;2,13
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M11;2,02
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M10;2,51
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M09;2,48
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M08;2,48
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M07;1,85
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M06;2,28
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M05;2,39
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M04;2,87
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M03;1,86
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M02;2,18
Total Nacional;41 Sevilla;Total Nacional;12 Galicia;Pernoctaciones;2022M01;1,80
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2025M03;20,78
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2025M02;20,53
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2025M01;20,34
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M12;16,49
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M11;23,57
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M10;22,94
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M09;23,07
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M08;19,91
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M07;17,00
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M06;19,76
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M05;24,10
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M04;23,58
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M03;20,22
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M02;17,85
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2024M01;16,89
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M12;17,74
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M11;19,78
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M10;19,04
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M09;17,08
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M08;14,49
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M07;16,06
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M06;18,95
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M05;20,75
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M04;20,06
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M03;20,21
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M02;19,13
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2023M01;15,56
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2022M12;20,03
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2022M11;20,31
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2022M10;19,87
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2022M09;19,58
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2022M08;14,22
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2022M07;14,80
Total Nacional;41 Sevilla;Total Nacional;13 Madrid, Comunidad de;Viajero;2022M06;18,47
