Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Pernoctaciones;Total;Residentes en España;2022M02;0,61
Pernoctaciones;Total;Residentes en España;2022M01;0,79
Pernoctaciones;Total;Residentes en España;2021M12;0,61
Pernoctaciones;Total;Residentes en España;2021M11;0,56
Pernoctaciones;Total;Residentes en España;2021M10;0,57
Pernoctaciones;Total;Residentes en España;2021M09;0,56
Pernoctaciones;Total;Residentes en España;2021M08;0,48
Pernoctaciones;Total;Residentes en España;2021M07;0,59
Pernoctaciones;Total;Residentes en España;2021M06;0,62
Pernoctaciones;Total;Residentes en España;2021M05;0,63
Pernoctaciones;Total;Residentes en España;2021M04;0,87
Pernoctaciones;Total;Residentes en España;2021M03;0,89
Pernoctaciones;Total;Residentes en España;2021M02;1,1
Pernoctaciones;Total;Residentes en España;2021M01;1,28
Pernoctaciones;Total;Residentes en España;2020M12;1,2
Pernoctaciones;Total;Residentes en España;2020M11;1,23
Pernoctaciones;Total;Residentes en España;2020M10;0,82
Pernoctaciones;Total;Residentes en España;2020M09;0,68
Pernoctaciones;Total;Residentes en España;2020M08;0,54
Pernoctaciones;Total;Residentes en España;2020M07;0,63
Pernoctaciones;Total;Residentes en España;2020M06;1,11
Pernoctaciones;Total;Residentes en España;2020M05;3,21
Pernoctaciones;Total;Residentes en España;2020M04;..
Pernoctaciones;Total;Residentes en España;2020M03;2,5
Pernoctaciones;Total;Residentes en España;2020M02;0,72
Pernoctaciones;Total;Residentes en España;2020M01;0,85
Pernoctaciones;Total;Residentes en España;2019M12;0,72
Pernoctaciones;Total;Residentes en España;2019M11;0,68
Pernoctaciones;Total;Residentes en España;2019M10;0,64
Pernoctaciones;Total;Residentes en España;2019M09;0,63
Pernoctaciones;Total;Residentes en España;2019M08;0,54
Pernoctaciones;Total;Residentes en España;2019M07;0,59
Pernoctaciones;Total;Residentes en España;2019M06;0,68
Pernoctaciones;Total;Residentes en España;2019M05;0,77
Pernoctaciones;Total;Residentes en España;2019M04;0,82
Pernoctaciones;Total;Residentes en España;2019M03;0,76
Pernoctaciones;Total;Residentes en España;2019M02;0,75
Pernoctaciones;Total;Residentes en España;2019M01;0,9
Pernoctaciones;Total;Residentes en España;2018M12;0,68
Pernoctaciones;Total;Residentes en España;2018M11;0,77
Pernoctaciones;Total;Residentes en España;2018M10;0,74
Pernoctaciones;Total;Residentes en España;2018M09;0,69
Pernoctaciones;Total;Residentes en España;2018M08;0,56
Pernoctaciones;Total;Residentes en España;2018M07;0,65
Pernoctaciones;Total;Residentes en España;2018M06;0,77
Pernoctaciones;Total;Residentes en España;2018M05;0,9
Pernoctaciones;Total;Residentes en España;2018M04;0,87
Pernoctaciones;Total;Residentes en España;2018M03;0,79
Pernoctaciones;Total;Residentes en España;2018M02;0,78
Pernoctaciones;Total;Residentes en España;2018M01;0,78
Pernoctaciones;Total;Residentes en España;2017M12;0,69
Pernoctaciones;Total;Residentes en España;2017M11;0,82
Pernoctaciones;Total;Residentes en España;2017M10;0,98
Pernoctaciones;Total;Residentes en España;2017M09;0,78
Pernoctaciones;Total;Residentes en España;2017M08;0,63
Pernoctaciones;Total;Residentes en España;2017M07;0,75
Pernoctaciones;Total;Residentes en España;2017M06;0,88
Pernoctaciones;Total;Residentes en España;2017M05;0,85
Pernoctaciones;Total;Residentes en España;2017M04;0,76
Pernoctaciones;Total;Residentes en España;2017M03;0,77
Pernoctaciones;Total;Residentes en España;2017M02;0,65
Pernoctaciones;Total;Residentes en España;2017M01;0,81
Pernoctaciones;Total;Residentes en España;2016M12;0,79
Pernoctaciones;Total;Residentes en España;2016M11;0,74
Pernoctaciones;Total;Residentes en España;2016M10;0,84
Pernoctaciones;Total;Residentes en España;2016M09;0,63
Pernoctaciones;Total;Residentes en España;2016M08;0,52
Pernoctaciones;Total;Residentes en España;2016M07;0,59
Pernoctaciones;Total;Residentes en España;2016M06;0,8
Pernoctaciones;Total;Residentes en España;2016M05;0,85
Pernoctaciones;Total;Residentes en España;2016M04;0,98
Pernoctaciones;Total;Residentes en España;2016M03;0,66
Pernoctaciones;Total;Residentes en España;2016M02;0,73
Pernoctaciones;Total;Residentes en España;2016M01;0,92
Pernoctaciones;Total;Residentes en España;2015M12;0,74
Pernoctaciones;Total;Residentes en España;2015M11;0,62
Pernoctaciones;Total;Residentes en España;2015M10;0,63
Pernoctaciones;Total;Residentes en España;2015M09;0,57
Pernoctaciones;Total;Residentes en España;2015M08;0,47
Pernoctaciones;Total;Residentes en España;2015M07;0,61
Pernoctaciones;Total;Residentes en España;2015M06;0,92
Pernoctaciones;Total;Residentes en España;2015M05;0,74
Pernoctaciones;Total;Residentes en España;2015M04;0,94
Pernoctaciones;Total;Residentes en España;2015M03;0,89
Pernoctaciones;Total;Residentes en España;2015M02;0,85
Pernoctaciones;Total;Residentes en España;2015M01;1,01
Pernoctaciones;Total;Residentes en España;2014M12;0,79
Pernoctaciones;Total;Residentes en España;2014M11;0,85
Pernoctaciones;Total;Residentes en España;2014M10;0,73
Pernoctaciones;Total;Residentes en España;2014M09;0,64
Pernoctaciones;Total;Residentes en España;2014M08;0,54
Pernoctaciones;Total;Residentes en España;2014M07;0,57
Pernoctaciones;Total;Residentes en España;2014M06;0,8
Pernoctaciones;Total;Residentes en España;2014M05;0,73
Pernoctaciones;Total;Residentes en España;2014M04;1,01
Pernoctaciones;Total;Residentes en España;2014M03;0,97
Pernoctaciones;Total;Residentes en España;2014M02;0,87
Pernoctaciones;Total;Residentes en España;2014M01;0,98
Pernoctaciones;Total;Residentes en el Extranjero;2025M04;""
Pernoctaciones;Total;Residentes en el Extranjero;2025M03;""
Pernoctaciones;Total;Residentes en el Extranjero;2025M02;""
Pernoctaciones;Total;Residentes en el Extranjero;2025M01;""
Pernoctaciones;Total;Residentes en el Extranjero;2024M12;0,56
Pernoctaciones;Total;Residentes en el Extranjero;2024M11;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2024M10;0,65
Pernoctaciones;Total;Residentes en el Extranjero;2024M09;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2024M08;0,48
Pernoctaciones;Total;Residentes en el Extranjero;2024M07;0,57
Pernoctaciones;Total;Residentes en el Extranjero;2024M06;0,57
Pernoctaciones;Total;Residentes en el Extranjero;2024M05;0,62
Pernoctaciones;Total;Residentes en el Extranjero;2024M04;0,54
Pernoctaciones;Total;Residentes en el Extranjero;2024M03;0,53
Pernoctaciones;Total;Residentes en el Extranjero;2024M02;0,46
Pernoctaciones;Total;Residentes en el Extranjero;2024M01;0,46
Pernoctaciones;Total;Residentes en el Extranjero;2023M12;0,47
Pernoctaciones;Total;Residentes en el Extranjero;2023M11;0,44
Pernoctaciones;Total;Residentes en el Extranjero;2023M10;0,67
Pernoctaciones;Total;Residentes en el Extranjero;2023M09;0,46
Pernoctaciones;Total;Residentes en el Extranjero;2023M08;0,45
Pernoctaciones;Total;Residentes en el Extranjero;2023M07;0,52
Pernoctaciones;Total;Residentes en el Extranjero;2023M06;0,59
Pernoctaciones;Total;Residentes en el Extranjero;2023M05;0,69
Pernoctaciones;Total;Residentes en el Extranjero;2023M04;0,59
Pernoctaciones;Total;Residentes en el Extranjero;2023M03;0,47
Pernoctaciones;Total;Residentes en el Extranjero;2023M02;0,43
Pernoctaciones;Total;Residentes en el Extranjero;2023M01;0,41
Pernoctaciones;Total;Residentes en el Extranjero;2022M12;0,46
Pernoctaciones;Total;Residentes en el Extranjero;2022M11;0,44
Pernoctaciones;Total;Residentes en el Extranjero;2022M10;0,8
Pernoctaciones;Total;Residentes en el Extranjero;2022M09;0,47
Pernoctaciones;Total;Residentes en el Extranjero;2022M08;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2022M07;0,53
Pernoctaciones;Total;Residentes en el Extranjero;2022M06;0,51
Pernoctaciones;Total;Residentes en el Extranjero;2022M05;0,72
Pernoctaciones;Total;Residentes en el Extranjero;2022M04;0,62
Pernoctaciones;Total;Residentes en el Extranjero;2022M03;0,59
Pernoctaciones;Total;Residentes en el Extranjero;2022M02;0,54
Pernoctaciones;Total;Residentes en el Extranjero;2022M01;0,67
Pernoctaciones;Total;Residentes en el Extranjero;2021M12;0,54
Pernoctaciones;Total;Residentes en el Extranjero;2021M11;0,52
Pernoctaciones;Total;Residentes en el Extranjero;2021M10;0,7
Pernoctaciones;Total;Residentes en el Extranjero;2021M09;0,71
Pernoctaciones;Total;Residentes en el Extranjero;2021M08;0,65
Pernoctaciones;Total;Residentes en el Extranjero;2021M07;0,83
Pernoctaciones;Total;Residentes en el Extranjero;2021M06;0,98
Pernoctaciones;Total;Residentes en el Extranjero;2021M05;1,27
Pernoctaciones;Total;Residentes en el Extranjero;2021M04;1,5
Pernoctaciones;Total;Residentes en el Extranjero;2021M03;2,15
Pernoctaciones;Total;Residentes en el Extranjero;2021M02;2,53
Pernoctaciones;Total;Residentes en el Extranjero;2021M01;1,42
Pernoctaciones;Total;Residentes en el Extranjero;2020M12;1,34
Pernoctaciones;Total;Residentes en el Extranjero;2020M11;1,84
Pernoctaciones;Total;Residentes en el Extranjero;2020M10;1,84
Pernoctaciones;Total;Residentes en el Extranjero;2020M09;1,52
Pernoctaciones;Total;Residentes en el Extranjero;2020M08;1,58
Pernoctaciones;Total;Residentes en el Extranjero;2020M07;1,52
Pernoctaciones;Total;Residentes en el Extranjero;2020M06;10,21
Pernoctaciones;Total;Residentes en el Extranjero;2020M05;10,6
Pernoctaciones;Total;Residentes en el Extranjero;2020M04;..
Pernoctaciones;Total;Residentes en el Extranjero;2020M03;1,95
Pernoctaciones;Total;Residentes en el Extranjero;2020M02;0,62
Pernoctaciones;Total;Residentes en el Extranjero;2020M01;0,63
Pernoctaciones;Total;Residentes en el Extranjero;2019M12;0,65
Pernoctaciones;Total;Residentes en el Extranjero;2019M11;0,59
Pernoctaciones;Total;Residentes en el Extranjero;2019M10;0,68
Pernoctaciones;Total;Residentes en el Extranjero;2019M09;0,47
Pernoctaciones;Total;Residentes en el Extranjero;2019M08;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2019M07;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2019M06;0,51
Pernoctaciones;Total;Residentes en el Extranjero;2019M05;0,55
Pernoctaciones;Total;Residentes en el Extranjero;2019M04;0,63
Pernoctaciones;Total;Residentes en el Extranjero;2019M03;0,6
Pernoctaciones;Total;Residentes en el Extranjero;2019M02;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2019M01;0,61
Pernoctaciones;Total;Residentes en el Extranjero;2018M12;0,59
Pernoctaciones;Total;Residentes en el Extranjero;2018M11;0,54
Pernoctaciones;Total;Residentes en el Extranjero;2018M10;0,56
Pernoctaciones;Total;Residentes en el Extranjero;2018M09;0,42
Pernoctaciones;Total;Residentes en el Extranjero;2018M08;0,44
Pernoctaciones;Total;Residentes en el Extranjero;2018M07;0,46
Pernoctaciones;Total;Residentes en el Extranjero;2018M06;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2018M05;0,55
Pernoctaciones;Total;Residentes en el Extranjero;2018M04;0,55
Pernoctaciones;Total;Residentes en el Extranjero;2018M03;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2018M02;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2018M01;0,53
Pernoctaciones;Total;Residentes en el Extranjero;2017M12;0,65
Pernoctaciones;Total;Residentes en el Extranjero;2017M11;0,54
Pernoctaciones;Total;Residentes en el Extranjero;2017M10;0,66
Pernoctaciones;Total;Residentes en el Extranjero;2017M09;0,47
Pernoctaciones;Total;Residentes en el Extranjero;2017M08;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2017M07;0,66
Pernoctaciones;Total;Residentes en el Extranjero;2017M06;0,51
Pernoctaciones;Total;Residentes en el Extranjero;2017M05;0,59
Pernoctaciones;Total;Residentes en el Extranjero;2017M04;0,56
Pernoctaciones;Total;Residentes en el Extranjero;2017M03;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2017M02;0,42
Pernoctaciones;Total;Residentes en el Extranjero;2017M01;0,45
Pernoctaciones;Total;Residentes en el Extranjero;2016M12;0,55
Pernoctaciones;Total;Residentes en el Extranjero;2016M11;0,52
Pernoctaciones;Total;Residentes en el Extranjero;2016M10;0,64
Pernoctaciones;Total;Residentes en el Extranjero;2016M09;0,42
Pernoctaciones;Total;Residentes en el Extranjero;2016M08;0,4
Pernoctaciones;Total;Residentes en el Extranjero;2016M07;0,45
Pernoctaciones;Total;Residentes en el Extranjero;2016M06;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2016M05;0,59
Pernoctaciones;Total;Residentes en el Extranjero;2016M04;0,57
Pernoctaciones;Total;Residentes en el Extranjero;2016M03;0,48
Pernoctaciones;Total;Residentes en el Extranjero;2016M02;0,46
Pernoctaciones;Total;Residentes en el Extranjero;2016M01;0,51
Pernoctaciones;Total;Residentes en el Extranjero;2015M12;0,55
Pernoctaciones;Total;Residentes en el Extranjero;2015M11;0,57
Pernoctaciones;Total;Residentes en el Extranjero;2015M10;0,57
Pernoctaciones;Total;Residentes en el Extranjero;2015M09;0,47
Pernoctaciones;Total;Residentes en el Extranjero;2015M08;0,44
Pernoctaciones;Total;Residentes en el Extranjero;2015M07;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2015M06;0,57
Pernoctaciones;Total;Residentes en el Extranjero;2015M05;0,58
Pernoctaciones;Total;Residentes en el Extranjero;2015M04;0,62
Pernoctaciones;Total;Residentes en el Extranjero;2015M03;0,52
Pernoctaciones;Total;Residentes en el Extranjero;2015M02;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2015M01;0,48
Pernoctaciones;Total;Residentes en el Extranjero;2014M12;0,57
Pernoctaciones;Total;Residentes en el Extranjero;2014M11;0,6
Pernoctaciones;Total;Residentes en el Extranjero;2014M10;0,66
Pernoctaciones;Total;Residentes en el Extranjero;2014M09;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2014M08;0,49
Pernoctaciones;Total;Residentes en el Extranjero;2014M07;0,5
Pernoctaciones;Total;Residentes en el Extranjero;2014M06;0,6
Pernoctaciones;Total;Residentes en el Extranjero;2014M05;0,66
Pernoctaciones;Total;Residentes en el Extranjero;2014M04;0,63
Pernoctaciones;Total;Residentes en el Extranjero;2014M03;0,62
Pernoctaciones;Total;Residentes en el Extranjero;2014M02;0,51
Pernoctaciones;Total;Residentes en el Extranjero;2014M01;0,49
