Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Viajero;Total;Residentes en el Extranjero;2005M05;3,79
Viajero;Total;Residentes en el Extranjero;2005M04;-3,57
Viajero;Total;Residentes en el Extranjero;2005M03;0,39
Viajero;Total;Residentes en el Extranjero;2005M02;0,44
Viajero;Total;Residentes en el Extranjero;2005M01;6,9
Viajero;Total;Residentes en el Extranjero;2004M12;1,34
Viajero;Total;Residentes en el Extranjero;2004M11;5,42
Viajero;Total;Residentes en el Extranjero;2004M10;3,43
Viajero;Total;Residentes en el Extranjero;2004M09;4,02
Viajero;Total;Residentes en el Extranjero;2004M08;1,07
Viajero;Total;Residentes en el Extranjero;2004M07;-0,32
Viajero;Total;Residentes en el Extranjero;2004M06;-4,43
Viajero;Total;Residentes en el Extranjero;2004M05;-0,62
Viajero;Total;Residentes en el Extranjero;2004M04;-1,33
Viajero;Total;Residentes en el Extranjero;2004M03;2,73
Viajero;Total;Residentes en el Extranjero;2004M02;11,26
Viajero;Total;Residentes en el Extranjero;2004M01;3,1
Viajero;Total;Residentes en el Extranjero;2003M12;5,3
Viajero;Total;Residentes en el Extranjero;2003M11;2,58
Viajero;Total;Residentes en el Extranjero;2003M10;2,07
Viajero;Total;Residentes en el Extranjero;2003M09;-0,72
Viajero;Total;Residentes en el Extranjero;2003M08;2,21
Viajero;Total;Residentes en el Extranjero;2003M07;3,38
Viajero;Total;Residentes en el Extranjero;2003M06;6,59
Viajero;Total;Residentes en el Extranjero;2003M05;4
Viajero;Total;Residentes en el Extranjero;2003M04;3,59
Viajero;Total;Residentes en el Extranjero;2003M03;-5,08
Viajero;Total;Residentes en el Extranjero;2003M02;-5,11
Viajero;Total;Residentes en el Extranjero;2003M01;5,08
Viajero;Total;Residentes en el Extranjero;2002M12;2,98
Viajero;Total;Residentes en el Extranjero;2002M11;2,23
Viajero;Total;Residentes en el Extranjero;2002M10;2,77
Viajero;Total;Residentes en el Extranjero;2002M09;-2,12
Viajero;Total;Residentes en el Extranjero;2002M08;0,89
Viajero;Total;Residentes en el Extranjero;2002M07;-2,52
Viajero;Total;Residentes en el Extranjero;2002M06;-5,09
Viajero;Total;Residentes en el Extranjero;2002M05;-4,39
Viajero;Total;Residentes en el Extranjero;2002M04;-5,81
Viajero;Total;Residentes en el Extranjero;2002M03;4,37
Viajero;Total;Residentes en el Extranjero;2002M02;0,34
Viajero;Total;Residentes en el Extranjero;2002M01;-7
Viajero;Total;Residentes en el Extranjero;2001M12;-5,19
Viajero;Total;Residentes en el Extranjero;2001M11;-6,12
Viajero;Total;Residentes en el Extranjero;2001M10;-4,65
Viajero;Total;Residentes en el Extranjero;2001M09;-1,77
Viajero;Total;Residentes en el Extranjero;2001M08;2,28
Viajero;Total;Residentes en el Extranjero;2001M07;-0,81
Viajero;Total;Residentes en el Extranjero;2001M06;0,5
Viajero;Total;Residentes en el Extranjero;2001M05;2,47
Viajero;Total;Residentes en el Extranjero;2001M04;-1,24
Viajero;Total;Residentes en el Extranjero;2001M03;-1,37
Viajero;Total;Residentes en el Extranjero;2001M02;3,66
Viajero;Total;Residentes en el Extranjero;2001M01;5,43
Viajero;Total;Residentes en el Extranjero;2000M12;9,2
Viajero;Total;Residentes en el Extranjero;2000M11;-2,1
Viajero;Total;Residentes en el Extranjero;2000M10;-1,3
Viajero;Total;Residentes en el Extranjero;2000M09;0,3
Viajero;Total;Residentes en el Extranjero;2000M08;-1,4
Viajero;Total;Residentes en el Extranjero;2000M07;2,3
Viajero;Total;Residentes en el Extranjero;2000M06;-1,7
Viajero;Total;Residentes en el Extranjero;2000M05;-2,7
Viajero;Total;Residentes en el Extranjero;2000M04;9,2
Viajero;Total;Residentes en el Extranjero;2000M03;9,4
Viajero;Total;Residentes en el Extranjero;2000M02;4,7
Viajero;Total;Residentes en el Extranjero;2000M01;-0,8
Viajero;Total;Residentes en el Extranjero;1999M12;11
Viajero;Total;Residentes en el Extranjero;1999M11;29,3
Viajero;Total;Residentes en el Extranjero;1999M10;21,5
Viajero;Total;Residentes en el Extranjero;1999M09;19,8
Viajero;Total;Residentes en el Extranjero;1999M08;17,7
Viajero;Total;Residentes en el Extranjero;1999M07;20,3
Viajero;Total;Residentes en el Extranjero;1999M06;23,2
Viajero;Total;Residentes en el Extranjero;1999M05;21,1
Viajero;Total;Residentes en el Extranjero;1999M04;14,6
Viajero;Total;Residentes en el Extranjero;1999M03;25,2
Viajero;Total;Residentes en el Extranjero;1999M02;24,4
Viajero;Total;Residentes en el Extranjero;1999M01;17,6
Pernoctaciones;Total;;2025M04;7,27
Pernoctaciones;Total;;2025M03;-8,87
Pernoctaciones;Total;;2025M02;-0,91
Pernoctaciones;Total;;2025M01;2,54
Pernoctaciones;Total;;2024M12;0,67
Pernoctaciones;Total;;2024M11;5,42
Pernoctaciones;Total;;2024M10;4,71
Pernoctaciones;Total;;2024M09;2,79
Pernoctaciones;Total;;2024M08;2,57
Pernoctaciones;Total;;2024M07;2,15
Pernoctaciones;Total;;2024M06;5,44
Pernoctaciones;Total;;2024M05;11,05
Pernoctaciones;Total;;2024M04;-3,38
Pernoctaciones;Total;;2024M03;19,04
Pernoctaciones;Total;;2024M02;10,5
Pernoctaciones;Total;;2024M01;6,59
Pernoctaciones;Total;;2023M12;7,73
Pernoctaciones;Total;;2023M11;7,71
Pernoctaciones;Total;;2023M10;8,54
Pernoctaciones;Total;;2023M09;5,5
Pernoctaciones;Total;;2023M08;1,2
Pernoctaciones;Total;;2023M07;2,34
Pernoctaciones;Total;;2023M06;3,26
Pernoctaciones;Total;;2023M05;8,07
Pernoctaciones;Total;;2023M04;11,31
Pernoctaciones;Total;;2023M03;16,82
Pernoctaciones;Total;;2023M02;23,44
Pernoctaciones;Total;;2023M01;45,99
Pernoctaciones;Total;;2022M12;25,78
Pernoctaciones;Total;;2022M11;18,29
Pernoctaciones;Total;;2022M10;24,78
Pernoctaciones;Total;;2022M09;40,19
Pernoctaciones;Total;;2022M08;33,89
Pernoctaciones;Total;;2022M07;59,85
Pernoctaciones;Total;;2022M06;146,23
Pernoctaciones;Total;;2022M05;305,64
Pernoctaciones;Total;;2022M04;508,28
Pernoctaciones;Total;;2022M03;391,36
Pernoctaciones;Total;;2022M02;459,04
Pernoctaciones;Total;;2022M01;330,92
Pernoctaciones;Total;;2021M12;307,28
Pernoctaciones;Total;;2021M11;419,46
Pernoctaciones;Total;;2021M10;366,68
Pernoctaciones;Total;;2021M09;212,44
Pernoctaciones;Total;;2021M08;103,58
Pernoctaciones;Total;;2021M07;124,63
Pernoctaciones;Total;;2021M06;662,52
Pernoctaciones;Total;;2021M05;2.608,01
Pernoctaciones;Total;;2021M04;..
Pernoctaciones;Total;;2021M03;-57,14
Pernoctaciones;Total;;2021M02;-86,16
Pernoctaciones;Total;;2021M01;-84,6
Pernoctaciones;Total;;2020M12;-80,87
Pernoctaciones;Total;;2020M11;-84,33
Pernoctaciones;Total;;2020M10;-83,11
Pernoctaciones;Total;;2020M09;-78,12
Pernoctaciones;Total;;2020M08;-64,03
Pernoctaciones;Total;;2020M07;-72,84
Pernoctaciones;Total;;2020M06;-94,97
Pernoctaciones;Total;;2020M05;-99,15
Pernoctaciones;Total;;2020M04;-100
Pernoctaciones;Total;;2020M03;-61,09
Pernoctaciones;Total;;2020M02;6,18
Pernoctaciones;Total;;2020M01;2,98
Pernoctaciones;Total;;2019M12;1,87
Pernoctaciones;Total;;2019M11;0,43
Pernoctaciones;Total;;2019M10;-2,47
Pernoctaciones;Total;;2019M09;-0,52
Pernoctaciones;Total;;2019M08;1,63
Pernoctaciones;Total;;2019M07;1,13
Pernoctaciones;Total;;2019M06;2,75
Pernoctaciones;Total;;2019M05;-0,05
Pernoctaciones;Total;;2019M04;6,35
Pernoctaciones;Total;;2019M03;-1,82
Pernoctaciones;Total;;2019M02;0,37
Pernoctaciones;Total;;2019M01;0,72
Pernoctaciones;Total;;2018M12;2,74
Pernoctaciones;Total;;2018M11;4,13
Pernoctaciones;Total;;2018M10;0,76
Pernoctaciones;Total;;2018M09;-0,51
Pernoctaciones;Total;;2018M08;-0,75
Pernoctaciones;Total;;2018M07;-2,08
Pernoctaciones;Total;;2018M06;-1,3
Pernoctaciones;Total;;2018M05;1,53
Pernoctaciones;Total;;2018M04;-8,5
Pernoctaciones;Total;;2018M03;6,88
Pernoctaciones;Total;;2018M02;1,11
Pernoctaciones;Total;;2018M01;1,28
Pernoctaciones;Total;;2017M12;1,24
Pernoctaciones;Total;;2017M11;2,35
Pernoctaciones;Total;;2017M10;1,02
Pernoctaciones;Total;;2017M09;2
Pernoctaciones;Total;;2017M08;0,33
Pernoctaciones;Total;;2017M07;1,57
Pernoctaciones;Total;;2017M06;6,43
Pernoctaciones;Total;;2017M05;3,42
Pernoctaciones;Total;;2017M04;19,48
Pernoctaciones;Total;;2017M03;-6,88
Pernoctaciones;Total;;2017M02;-0,2
Pernoctaciones;Total;;2017M01;5,04
Pernoctaciones;Total;;2016M12;6,45
Pernoctaciones;Total;;2016M11;8,02
Pernoctaciones;Total;;2016M10;8,96
Pernoctaciones;Total;;2016M09;6,59
Pernoctaciones;Total;;2016M08;3,77
Pernoctaciones;Total;;2016M07;7,78
Pernoctaciones;Total;;2016M06;7,29
Pernoctaciones;Total;;2016M05;8,41
Pernoctaciones;Total;;2016M04;-0,13
Pernoctaciones;Total;;2016M03;18,42
Pernoctaciones;Total;;2016M02;12,86
Pernoctaciones;Total;;2016M01;8,46
Pernoctaciones;Total;;2015M12;7,13
Pernoctaciones;Total;;2015M11;4,96
Pernoctaciones;Total;;2015M10;6,97
Pernoctaciones;Total;;2015M09;3,13
Pernoctaciones;Total;;2015M08;4,24
Pernoctaciones;Total;;2015M07;5,87
Pernoctaciones;Total;;2015M06;1,66
Pernoctaciones;Total;;2015M05;5,06
Pernoctaciones;Total;;2015M04;3,54
Pernoctaciones;Total;;2015M03;2,58
Pernoctaciones;Total;;2015M02;4,6
Pernoctaciones;Total;;2015M01;4,17
Pernoctaciones;Total;;2014M12;3,28
Pernoctaciones;Total;;2014M11;0,17
Pernoctaciones;Total;;2014M10;4,91
Pernoctaciones;Total;;2014M09;3,71
Pernoctaciones;Total;;2014M08;2,6
Pernoctaciones;Total;;2014M07;-0,08
Pernoctaciones;Total;;2014M06;2,46
Pernoctaciones;Total;;2014M05;1,26
Pernoctaciones;Total;;2014M04;16,53
Pernoctaciones;Total;;2014M03;-3,65
Pernoctaciones;Total;;2014M02;5,88
Pernoctaciones;Total;;2014M01;7,74
Pernoctaciones;Total;;2013M12;9,66
Pernoctaciones;Total;;2013M11;8,9
Pernoctaciones;Total;;2013M10;4,63
Pernoctaciones;Total;;2013M09;1,88
Pernoctaciones;Total;;2013M08;3,25
Pernoctaciones;Total;;2013M07;0,74
Pernoctaciones;Total;;2013M06;1,87
Pernoctaciones;Total;;2013M05;7,03
Pernoctaciones;Total;;2013M04;-10,77
Pernoctaciones;Total;;2013M03;8,18
Pernoctaciones;Total;;2013M02;-7,48
Pernoctaciones;Total;;2013M01;-5,66
Pernoctaciones;Total;;2012M12;-4,95
Pernoctaciones;Total;;2012M11;-5,59
Pernoctaciones;Total;;2012M10;-3,45
Pernoctaciones;Total;;2012M09;-0,17
Pernoctaciones;Total;;2012M08;-2,67
Pernoctaciones;Total;;2012M07;-1,54
Pernoctaciones;Total;;2012M06;-1,5
Pernoctaciones;Total;;2012M05;-0,17
Pernoctaciones;Total;;2012M04;-5,19
Pernoctaciones;Total;;2012M03;-3,83
Pernoctaciones;Total;;2012M02;-0,58
Pernoctaciones;Total;;2012M01;3,37
Pernoctaciones;Total;;2011M12;1,99
Pernoctaciones;Total;;2011M11;2,07
Pernoctaciones;Total;;2011M10;3,21
Pernoctaciones;Total;;2011M09;8,03
Pernoctaciones;Total;;2011M08;6,65
Pernoctaciones;Total;;2011M07;8,74
Pernoctaciones;Total;;2011M06;11
Pernoctaciones;Total;;2011M05;1,67
Pernoctaciones;Total;;2011M04;11,84
Pernoctaciones;Total;;2011M03;5,18
Pernoctaciones;Total;;2011M02;5,67
Pernoctaciones;Total;;2011M01;4,61
Pernoctaciones;Total;;2010M12;3,49
Pernoctaciones;Total;;2010M11;5,64
Pernoctaciones;Total;;2010M10;8,51
Pernoctaciones;Total;;2010M09;7,03
Pernoctaciones;Total;;2010M08;7,3
Pernoctaciones;Total;;2010M07;6,23
Pernoctaciones;Total;;2010M06;4,89
Pernoctaciones;Total;;2010M05;5,48
Pernoctaciones;Total;;2010M04;0,69
Pernoctaciones;Total;;2010M03;7,12
Pernoctaciones;Total;;2010M02;3,79
Pernoctaciones;Total;;2010M01;0
Pernoctaciones;Total;;2009M12;-0,15
Pernoctaciones;Total;;2009M11;-3,92
Pernoctaciones;Total;;2009M10;-2,77
Pernoctaciones;Total;;2009M09;-6,89
Pernoctaciones;Total;;2009M08;-5,04
Pernoctaciones;Total;;2009M07;-5,94
Pernoctaciones;Total;;2009M06;-6,61
Pernoctaciones;Total;;2009M05;-9,57
Pernoctaciones;Total;;2009M04;1,5
Pernoctaciones;Total;;2009M03;-19,15
Pernoctaciones;Total;;2009M02;-15,53
Pernoctaciones;Total;;2009M01;-11,85
Pernoctaciones;Total;;2008M12;-10,56
Pernoctaciones;Total;;2008M11;-10,5
Pernoctaciones;Total;;2008M10;-5,21
Pernoctaciones;Total;;2008M09;-2,78
Pernoctaciones;Total;;2008M08;-0,49
Pernoctaciones;Total;;2008M07;0,71
Pernoctaciones;Total;;2008M06;-2,54
Pernoctaciones;Total;;2008M05;6,7
Pernoctaciones;Total;;2008M04;-11,02
Pernoctaciones;Total;;2008M03;10,26
Pernoctaciones;Total;;2008M02;9,42
Pernoctaciones;Total;;2008M01;2,86
Pernoctaciones;Total;;2007M12;1,64
Pernoctaciones;Total;;2007M11;7,15
Pernoctaciones;Total;;2007M10;0,45
Pernoctaciones;Total;;2007M09;0,75
Pernoctaciones;Total;;2007M08;1,32
Pernoctaciones;Total;;2007M07;0,62
Pernoctaciones;Total;;2007M06;1,65
Pernoctaciones;Total;;2007M05;-1,05
Pernoctaciones;Total;;2007M04;2,38
Pernoctaciones;Total;;2007M03;6,47
Pernoctaciones;Total;;2007M02;2,53
Pernoctaciones;Total;;2007M01;2,32
Pernoctaciones;Total;;2006M12;7,43
Pernoctaciones;Total;;2006M11;5,52
Pernoctaciones;Total;;2006M10;5,75
Pernoctaciones;Total;;2006M09;2,58
Pernoctaciones;Total;;2006M08;4,44
Pernoctaciones;Total;;2006M07;8,63
Pernoctaciones;Total;;2006M06;10,05
Pernoctaciones;Total;;2006M05;5,7
Pernoctaciones;Total;;2006M04;24,55
Pernoctaciones;Total;;2006M03;-0,9
Pernoctaciones;Total;;2006M02;2,63
Pernoctaciones;Total;;2006M01;-0,75
Pernoctaciones;Total;;2005M12;1,65
Pernoctaciones;Total;;2005M11;7,06
Pernoctaciones;Total;;2005M10;4,64
Pernoctaciones;Total;;2005M09;5,34
Pernoctaciones;Total;;2005M08;4,02
Pernoctaciones;Total;;2005M07;6,49
Pernoctaciones;Total;;2005M06;5,32
Pernoctaciones;Total;;2005M05;8,21
Pernoctaciones;Total;;2005M04;-6,03
Pernoctaciones;Total;;2005M03;9,86
Pernoctaciones;Total;;2005M02;1,24
Pernoctaciones;Total;;2005M01;6,57
Pernoctaciones;Total;;2004M12;9,19
Pernoctaciones;Total;;2004M11;5,99
Pernoctaciones;Total;;2004M10;7,87
Pernoctaciones;Total;;2004M09;3,6
Pernoctaciones;Total;;2004M08;1,84
Pernoctaciones;Total;;2004M07;2,01
Pernoctaciones;Total;;2004M06;-1,12
Pernoctaciones;Total;;2004M05;-1,68
Pernoctaciones;Total;;2004M04;0,31
Pernoctaciones;Total;;2004M03;2,2
Pernoctaciones;Total;;2004M02;10,26
Pernoctaciones;Total;;2004M01;3,13
Pernoctaciones;Total;;2003M12;1,37
Pernoctaciones;Total;;2003M11;0,37
Pernoctaciones;Total;;2003M10;1,14
Pernoctaciones;Total;;2003M09;1,65
Pernoctaciones;Total;;2003M08;5,03
Pernoctaciones;Total;;2003M07;2,95
Pernoctaciones;Total;;2003M06;5,44
Pernoctaciones;Total;;2003M05;2,6
Pernoctaciones;Total;;2003M04;10,85
Pernoctaciones;Total;;2003M03;-8,52
Pernoctaciones;Total;;2003M02;-3,3
Pernoctaciones;Total;;2003M01;2,88
Pernoctaciones;Total;;2002M12;2,15
Pernoctaciones;Total;;2002M11;-3,22
Pernoctaciones;Total;;2002M10;-3,09
Pernoctaciones;Total;;2002M09;-4,14
Pernoctaciones;Total;;2002M08;0,45
Pernoctaciones;Total;;2002M07;-3,3
Pernoctaciones;Total;;2002M06;-4,67
Pernoctaciones;Total;;2002M05;-3,02
Pernoctaciones;Total;;2002M04;-12,87
Pernoctaciones;Total;;2002M03;8,47
Pernoctaciones;Total;;2002M02;-2,14
Pernoctaciones;Total;;2002M01;-3,31
Pernoctaciones;Total;;2001M12;-2,65
Pernoctaciones;Total;;2001M11;0,41
Pernoctaciones;Total;;2001M10;-1,89
Pernoctaciones;Total;;2001M09;1,56
Pernoctaciones;Total;;2001M08;2,31
Pernoctaciones;Total;;2001M07;1,69
Pernoctaciones;Total;;2001M06;-0,78
Pernoctaciones;Total;;2001M05;0,31
Pernoctaciones;Total;;2001M04;0,44
Pernoctaciones;Total;;2001M03;-0,15
Pernoctaciones;Total;;2001M02;2,62
Pernoctaciones;Total;;2001M01;3,1
Pernoctaciones;Total;;2000M12;1,3
Pernoctaciones;Total;;2000M11;0
Pernoctaciones;Total;;2000M10;-4,7
Pernoctaciones;Total;;2000M09;-2,2
Pernoctaciones;Total;;2000M08;-2,1
Pernoctaciones;Total;;2000M07;-1,2
Pernoctaciones;Total;;2000M06;-0,9
Pernoctaciones;Total;;2000M05;-4,4
Pernoctaciones;Total;;2000M04;3,1
Pernoctaciones;Total;;2000M03;2,3
Pernoctaciones;Total;;2000M02;0
Pernoctaciones;Total;;2000M01;-5,6
Pernoctaciones;Total;;1999M12;9,2
Pernoctaciones;Total;;1999M11;16,2
Pernoctaciones;Total;;1999M10;17,9
Pernoctaciones;Total;;1999M09;13,8
Pernoctaciones;Total;;1999M08;9,9
Pernoctaciones;Total;;1999M07;13,5
Pernoctaciones;Total;;1999M06;17,1
Pernoctaciones;Total;;1999M05;16,7
Pernoctaciones;Total;;1999M04;15,6
Pernoctaciones;Total;;1999M03;17,8
Pernoctaciones;Total;;1999M02;17,4
Pernoctaciones;Total;;1999M01;19,2
Pernoctaciones;Total;Residentes en España;2025M04;13,03
Pernoctaciones;Total;Residentes en España;2025M03;-14,92
Pernoctaciones;Total;Residentes en España;2025M02;-3,06
Pernoctaciones;Total;Residentes en España;2025M01;-0,46
Pernoctaciones;Total;Residentes en España;2024M12;-2,06
Pernoctaciones;Total;Residentes en España;2024M11;9,83
Pernoctaciones;Total;Residentes en España;2024M10;0,07
Pernoctaciones;Total;Residentes en España;2024M09;-0,7
Pernoctaciones;Total;Residentes en España;2024M08;-1,27
Pernoctaciones;Total;Residentes en España;2024M07;-3,35
Pernoctaciones;Total;Residentes en España;2024M06;0,34
Pernoctaciones;Total;Residentes en España;2024M05;8,14
Pernoctaciones;Total;Residentes en España;2024M04;-17,35
Pernoctaciones;Total;Residentes en España;2024M03;17,22
Pernoctaciones;Total;Residentes en España;2024M02;4,09
Pernoctaciones;Total;Residentes en España;2024M01;-0,84
Pernoctaciones;Total;Residentes en España;2023M12;3,4
Pernoctaciones;Total;Residentes en España;2023M11;-1,27
Pernoctaciones;Total;Residentes en España;2023M10;-1,12
Pernoctaciones;Total;Residentes en España;2023M09;-2,34
Pernoctaciones;Total;Residentes en España;2023M08;-3,94
Pernoctaciones;Total;Residentes en España;2023M07;-1,95
Pernoctaciones;Total;Residentes en España;2023M06;0
Pernoctaciones;Total;Residentes en España;2023M05;-2,67
Pernoctaciones;Total;Residentes en España;2023M04;4,76
Pernoctaciones;Total;Residentes en España;2023M03;13,66
Pernoctaciones;Total;Residentes en España;2023M02;8,14
Pernoctaciones;Total;Residentes en España;2023M01;28,1
Pernoctaciones;Total;Residentes en España;2022M12;12,74
Pernoctaciones;Total;Residentes en España;2022M11;15,75
Pernoctaciones;Total;Residentes en España;2022M10;2,57
Pernoctaciones;Total;Residentes en España;2022M09;2,14
Pernoctaciones;Total;Residentes en España;2022M08;-6,65
Pernoctaciones;Total;Residentes en España;2022M07;5,18
Pernoctaciones;Total;Residentes en España;2022M06;36,32
Pernoctaciones;Total;Residentes en España;2022M05;114,1
Pernoctaciones;Total;Residentes en España;2022M04;261,11
Pernoctaciones;Total;Residentes en España;2022M03;172,89
Pernoctaciones;Total;Residentes en España;2022M02;239,12
Pernoctaciones;Total;Residentes en España;2022M01;169,67
Pernoctaciones;Total;Residentes en España;2021M12;212,21
Pernoctaciones;Total;Residentes en España;2021M11;238,38
Pernoctaciones;Total;Residentes en España;2021M10;153,48
Pernoctaciones;Total;Residentes en España;2021M09;84,78
Pernoctaciones;Total;Residentes en España;2021M08;62,3
Pernoctaciones;Total;Residentes en España;2021M07;96,26
Pernoctaciones;Total;Residentes en España;2021M06;478,74
Pernoctaciones;Total;Residentes en España;2021M05;2.028,55
Pernoctaciones;Total;Residentes en España;2021M04;..
Pernoctaciones;Total;Residentes en España;2021M03;-15,86
Pernoctaciones;Total;Residentes en España;2021M02;-74,66
Pernoctaciones;Total;Residentes en España;2021M01;-70,52
Pernoctaciones;Total;Residentes en España;2020M12;-71,21
Pernoctaciones;Total;Residentes en España;2020M11;-75,01
Pernoctaciones;Total;Residentes en España;2020M10;-57,22
Pernoctaciones;Total;Residentes en España;2020M09;-44,61
Pernoctaciones;Total;Residentes en España;2020M08;-33,91
Pernoctaciones;Total;Residentes en España;2020M07;-49,16
Pernoctaciones;Total;Residentes en España;2020M06;-86,66
Pernoctaciones;Total;Residentes en España;2020M05;-97,76
Pernoctaciones;Total;Residentes en España;2020M04;-100
Pernoctaciones;Total;Residentes en España;2020M03;-63,69
Pernoctaciones;Total;Residentes en España;2020M02;9,5
Pernoctaciones;Total;Residentes en España;2020M01;3,73
Pernoctaciones;Total;Residentes en España;2019M12;1,06
Pernoctaciones;Total;Residentes en España;2019M11;0,63
Pernoctaciones;Total;Residentes en España;2019M10;-5,4
Pernoctaciones;Total;Residentes en España;2019M09;1,14
Pernoctaciones;Total;Residentes en España;2019M08;4,06
Pernoctaciones;Total;Residentes en España;2019M07;4,84
Pernoctaciones;Total;Residentes en España;2019M06;6,9
Pernoctaciones;Total;Residentes en España;2019M05;6,98
Pernoctaciones;Total;Residentes en España;2019M04;9,35
Pernoctaciones;Total;Residentes en España;2019M03;-5,46
Pernoctaciones;Total;Residentes en España;2019M02;2,53
Pernoctaciones;Total;Residentes en España;2019M01;0,74
Pernoctaciones;Total;Residentes en España;2018M12;-0,44
Pernoctaciones;Total;Residentes en España;2018M11;6,41
Pernoctaciones;Total;Residentes en España;2018M10;0,29
Pernoctaciones;Total;Residentes en España;2018M09;0,49
Pernoctaciones;Total;Residentes en España;2018M08;2,76
Pernoctaciones;Total;Residentes en España;2018M07;-1,06
Pernoctaciones;Total;Residentes en España;2018M06;0,06
Pernoctaciones;Total;Residentes en España;2018M05;1,83
Pernoctaciones;Total;Residentes en España;2018M04;-13,93
Pernoctaciones;Total;Residentes en España;2018M03;13,01
Pernoctaciones;Total;Residentes en España;2018M02;0,22
Pernoctaciones;Total;Residentes en España;2018M01;2,68
Pernoctaciones;Total;Residentes en España;2017M12;6,1
Pernoctaciones;Total;Residentes en España;2017M11;3,82
Pernoctaciones;Total;Residentes en España;2017M10;-1,94
Pernoctaciones;Total;Residentes en España;2017M09;1,24
Pernoctaciones;Total;Residentes en España;2017M08;-1,06
Pernoctaciones;Total;Residentes en España;2017M07;-1,72
Pernoctaciones;Total;Residentes en España;2017M06;4,83
Pernoctaciones;Total;Residentes en España;2017M05;0,27
Pernoctaciones;Total;Residentes en España;2017M04;34,79
Pernoctaciones;Total;Residentes en España;2017M03;-15,72
Pernoctaciones;Total;Residentes en España;2017M02;-4,38
Pernoctaciones;Total;Residentes en España;2017M01;-2,06
Pernoctaciones;Total;Residentes en España;2016M12;3,74
Pernoctaciones;Total;Residentes en España;2016M11;10,51
Pernoctaciones;Total;Residentes en España;2016M10;9,97
Pernoctaciones;Total;Residentes en España;2016M09;2,61
Pernoctaciones;Total;Residentes en España;2016M08;-0,18
Pernoctaciones;Total;Residentes en España;2016M07;5,16
Pernoctaciones;Total;Residentes en España;2016M06;-2,08
Pernoctaciones;Total;Residentes en España;2016M05;2,17
Pernoctaciones;Total;Residentes en España;2016M04;-15,88
Pernoctaciones;Total;Residentes en España;2016M03;22,07
Pernoctaciones;Total;Residentes en España;2016M02;11,84
Pernoctaciones;Total;Residentes en España;2016M01;8,97
Pernoctaciones;Total;Residentes en España;2015M12;4,77
Pernoctaciones;Total;Residentes en España;2015M11;-3,35
Pernoctaciones;Total;Residentes en España;2015M10;4,99
Pernoctaciones;Total;Residentes en España;2015M09;3,58
Pernoctaciones;Total;Residentes en España;2015M08;5,02
Pernoctaciones;Total;Residentes en España;2015M07;7,17
Pernoctaciones;Total;Residentes en España;2015M06;7,11
Pernoctaciones;Total;Residentes en España;2015M05;2,9
Pernoctaciones;Total;Residentes en España;2015M04;5,25
Pernoctaciones;Total;Residentes en España;2015M03;9,64
Pernoctaciones;Total;Residentes en España;2015M02;6,68
Pernoctaciones;Total;Residentes en España;2015M01;9,57
Pernoctaciones;Total;Residentes en España;2014M12;6,33
Pernoctaciones;Total;Residentes en España;2014M11;-2,29
Pernoctaciones;Total;Residentes en España;2014M10;7,49
Pernoctaciones;Total;Residentes en España;2014M09;6,18
Pernoctaciones;Total;Residentes en España;2014M08;3,62
Pernoctaciones;Total;Residentes en España;2014M07;3,55
Pernoctaciones;Total;Residentes en España;2014M06;5,48
Pernoctaciones;Total;Residentes en España;2014M05;4,43
Pernoctaciones;Total;Residentes en España;2014M04;25,69
Pernoctaciones;Total;Residentes en España;2014M03;-15,61
Pernoctaciones;Total;Residentes en España;2014M02;3,41
Pernoctaciones;Total;Residentes en España;2014M01;1,75
Pernoctaciones;Total;Residentes en España;2013M12;7,27
Pernoctaciones;Total;Residentes en España;2013M11;13,07
Pernoctaciones;Total;Residentes en España;2013M10;0,34
Pernoctaciones;Total;Residentes en España;2013M09;-0,23
Pernoctaciones;Total;Residentes en España;2013M08;2,51
Pernoctaciones;Total;Residentes en España;2013M07;-0,88
Pernoctaciones;Total;Residentes en España;2013M06;-3,28
Pernoctaciones;Total;Residentes en España;2013M05;4,46
Pernoctaciones;Total;Residentes en España;2013M04;-23,19
Pernoctaciones;Total;Residentes en España;2013M03;10,58
Pernoctaciones;Total;Residentes en España;2013M02;-14,66
Pernoctaciones;Total;Residentes en España;2013M01;-11,97
Pernoctaciones;Total;Residentes en España;2012M12;-12,7
Pernoctaciones;Total;Residentes en España;2012M11;-12,72
Pernoctaciones;Total;Residentes en España;2012M10;-10,98
Pernoctaciones;Total;Residentes en España;2012M09;-11,04
Pernoctaciones;Total;Residentes en España;2012M08;-10,44
Pernoctaciones;Total;Residentes en España;2012M07;-10,58
Pernoctaciones;Total;Residentes en España;2012M06;-8,78
Pernoctaciones;Total;Residentes en España;2012M05;-6,14
Pernoctaciones;Total;Residentes en España;2012M04;-5,47
Pernoctaciones;Total;Residentes en España;2012M03;-2,74
Pernoctaciones;Total;Residentes en España;2012M02;-2,83
Pernoctaciones;Total;Residentes en España;2012M01;-0,38
Pernoctaciones;Total;Residentes en España;2011M12;-3,9
Pernoctaciones;Total;Residentes en España;2011M11;-3,16
Pernoctaciones;Total;Residentes en España;2011M10;-8,72
Pernoctaciones;Total;Residentes en España;2011M09;2,16
